subsystem,code,lang,short_message,user_hint,operation
1,0X030D,nl,Positiegrens overschreden,Positiegrens overschreden,Ga terug
8,0X030D,nl,Positiegrens overschreden,Positiegrens overschreden,Ga terug
1,0X031A,nl,Abnormale beweging,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
8,0X031A,nl,Abnormale beweging,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
1,0X031B,nl,Abnormale beweging,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
8,0X031B,nl,Abnormale beweging,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
1,0X040B,nl,Te snelle bediening,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
8,0X040B,nl,Te snelle bediening,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
1,0X050B,nl,Te snelle bediening,Over de snelheid grens,Klik op VERWIJDEREN om te herstellen
8,0X050B,nl,Te snelle bediening,Over de snelheid grens,Klik op VERWIJDEREN om te herstellen
3,0X050D,nl,Abnormale beweging,Abnormale beweging,
9,0X050D,nl,Abnormale beweging,Abnormale beweging,
1,0X051B,nl,Te snelle bediening,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
8,0X051B,nl,Te snelle bediening,Valse controlegegevens,Klik op VERWIJDEREN om te herstellen
1,0X060B,nl,Hardwarefout,Positiegrens overschreden,Klik op VERWIJDEREN om te herstellen
8,0X060B,nl,Hardwarefout,Positiegrens overschreden,Klik op VERWIJDEREN om te herstellen
1,0X061A,nl,Abnormale werking,Onverwachte beweging,Klik op VERWIJDEREN om te herstellen
8,0X061A,nl,Abnormale werking,Onverwachte beweging,Klik op VERWIJDEREN om te herstellen
1,0X062A,nl,Abnormale beweging,Overschrijd de maximumsnelheid,Klik op VERWIJDEREN om te herstellen
8,0X062A,nl,Abnormale beweging,Overschrijd de maximumsnelheid,Klik op VERWIJDEREN om te herstellen
1,0X063A,nl,Abnormale beweging,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
8,0X063A,nl,Abnormale beweging,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
1,0X064A,nl,Abnormale beweging,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
8,0X064A,nl,Abnormale beweging,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
1,0X065A,nl,Abnormale beweging,Abnormale werking,Klik op VERWIJDEREN om te herstellen
8,0X065A,nl,Abnormale beweging,Abnormale werking,Klik op VERWIJDEREN om te herstellen
1,0X066A,nl,Abnormale beweging,Abnormale werking,Klik op VERWIJDEREN om te herstellen
8,0X066A,nl,Abnormale beweging,Abnormale werking,Klik op VERWIJDEREN om te herstellen
1,0X067A,nl,Zelftest mislukt,Zelftest mislukt,Klik op VERWIJDEREN om te herstellen
8,0X067A,nl,Zelftest mislukt,Zelftest mislukt,Klik op VERWIJDEREN om te herstellen
1,0X068A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
8,0X068A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
1,0X068B,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
1,0X335E,nl,,,
8,0X335E,nl,,,
8,0X068B,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
1,0X069D,nl,,,Contacteer klantenservice
8,0X069D,nl,,,Contacteer klantenservice
1,0X070D,nl,,,Contacteer klantenservice
8,0X070D,nl,,,Contacteer klantenservice
1,0X071D,nl,,,Contacteer klantenservice
8,0X071D,nl,,,Contacteer klantenservice
1,0X080B,nl,Arm geblokkeerd,Arm geblokkeerd,Klik op VERWIJDEREN om te herstellen
8,0X080B,nl,Arm geblokkeerd,Arm geblokkeerd,Klik op VERWIJDEREN om te herstellen
1,0X080C,nl,Arm geblokkeerd,Arm geblokkeerd,
1,0X337E,nl,,,
8,0X337E,nl,,,
8,0X080C,nl,Arm geblokkeerd,Arm geblokkeerd,
3,0X080D,nl,Overschrijd koppel grens,Overschrijd koppel grens,
9,0X080D,nl,Overschrijd koppel grens,Overschrijd koppel grens,
1,0X08AD,nl,Arm uitschakelen mislukt,Arm uitschakelen mislukt,Probeer opnieuw
1,0X08BD,nl,Arm inschakelen mislukt,Arm inschakelen mislukt,Probeer opnieuw
1,0X08CD,nl,Arm inschakelen,Arm inschakelen,
1,0X08DD,nl,Arm inschakelen mislukt,Arm inschakelen mislukt,
1,0X08ED,nl,Arm uitgeschakeld,Arm uitgeschakeld,
3,0X090D,nl,Autom. ergonomische aanpassing mislukt,Autom. ergonomische aanpassing mislukt,Handmatig aanpassen
9,0X090D,nl,Autom. ergonomische aanpassing mislukt,Autom. ergonomische aanpassing mislukt,Handmatig aanpassen
1,0X090D,nl,,,Contacteer klantenservice
8,0X090D,nl,,,Contacteer klantenservice
1,0X092D,nl,Armfout instellen,Armfout instellen,Contacteer klantenservice
8,0X092D,nl,Armfout instellen,Armfout instellen,Contacteer klantenservice
3,0X100A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
9,0X100A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
1,0X100A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
8,0X100A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
3,0X100B,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
9,0X100B,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
3,0X100D,nl,Netwerkfout,Netwerkfout,
9,0X100D,nl,Netwerkfout,Netwerkfout,
1,0X101A,nl,,,Herstart systeem
8,0X101A,nl,,,Herstart systeem
1,0X102A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
8,0X102A,nl,Netwerkfout,Netwerkfout,Klik op VERWIJDEREN om te herstellen
1,0X110A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
3,0X110A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
8,0X110A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
9,0X110A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
3,0X110D,nl,Hardwarefout,Hardwarefout,
9,0X110D,nl,Hardwarefout,Hardwarefout,
1,0X114A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
8,0X114A,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
1,0X114C,nl,Hardwarefout,Hardwarefout,
8,0X114C,nl,Hardwarefout,Hardwarefout,
1,0X120C,nl,Batterijfout,Batterijfout,Controleer UPS-status
8,0X120C,nl,Batterijfout,Batterijfout,Controleer UPS-status
3,0X120D,nl,Chirurgconsole repareren,Chirurgconsole repareren,Contacteer klantenservice
9,0X120D,nl,Chirurgconsole repareren,Chirurgconsole repareren,Contacteer klantenservice
1,0X121D,nl,Noodsituatieschakelaar geactiveerd,Noodsituatieschakelaar geactiveerd,
8,0X121D,nl,Noodsituatieschakelaar geactiveerd,Noodsituatieschakelaar geactiveerd,
1,0X124D,nl,Wachten op herstel pati?ntkar,Wachten op herstel pati?ntkar,
1,0X125D,nl,Stroomuitval pati?ntkar,Stroomuitval pati?ntkar,
1,0X131C,nl,Onvoldoende schijfruimte,Onvoldoende schijfruimte,
8,0X131C,nl,Onvoldoende schijfruimte,Onvoldoende schijfruimte,
1,0X132D,nl,Pati?ntkar mislukt,Pati?ntkar mislukt,Contacteer klantenservice
8,0X132D,nl,Pati?ntkar mislukt,Pati?ntkar mislukt,Contacteer klantenservice
1,0X133D,nl,,,Start pati?ntkar
8,0X133D,nl,,,Start pati?ntkar
1,0X140D,nl,Batterijfout,Batterijfout,Contacteer klantenservice
8,0X140D,nl,Batterijfout,Batterijfout,Contacteer klantenservice
1,0X141D,nl,Batterijfout,Batterijfout,Contacteer klantenservice
8,0X141D,nl,Batterijfout,Batterijfout,Contacteer klantenservice
1,0X142D,nl,Vervang batterij,Vervang batterij,Contacteer klantenservice
8,0X142D,nl,Vervang batterij,Vervang batterij,Contacteer klantenservice
9,0X160D,nl,Bovenste positiegrens bereikt,Bovenste positiegrens bereikt,Opgelet
3,0X160D,nl,Bovenste positiegrens bereikt,Bovenste positiegrens bereikt,Opgelet
9,0X161D,nl,Onderste positiegrens bereikt,Onderste positiegrens bereikt,Opgelet
3,0X161D,nl,Onderste positiegrens bereikt,Onderste positiegrens bereikt,Opgelet
3,0X162D,nl,Masterarm positiegrens bereikt,Masterarm positiegrens bereikt,Verhoog 3D-viewer
9,0X162D,nl,Masterarm positiegrens bereikt,Masterarm positiegrens bereikt,Verhoog 3D-viewer
3,0X163D,nl,3D-viewer hoogtegrens bereikt,3D-viewer hoogtegrens bereikt,Onderarm
9,0X163D,nl,3D-viewer hoogtegrens bereikt,3D-viewer hoogtegrens bereikt,Onderarm
1,0X2A1A,nl,Machtfout,Machtfout,Klik op VERWIJDEREN om te herstellen
8,0X2A1A,nl,Machtfout,Machtfout,Klik op VERWIJDEREN om te herstellen
1,0X2A2A,nl,Machtfout,Machtfout,Klik op VERWIJDEREN om te herstellen
8,0X2A2A,nl,Machtfout,Machtfout,Klik op VERWIJDEREN om te herstellen
1,0X2B1D,nl,Pedaalstoring,Pedaalstoring,
8,0X2B1D,nl,Pedaalstoring,Pedaalstoring,
1,0X2B2D,nl,Pedaalstoring,Pedaalstoring,
8,0X2B2D,nl,Energiepedaal mislukt,Pedaalstoring,
1,0X2B3D,nl,Kan niet schakelen zonder instrument,Kan niet schakelen zonder instrument,
8,0X2B3D,nl,Kan niet schakelen zonder instrument,Kan niet schakelen zonder instrument,
1,0X2B4D,nl,Instrument gedemonteerd,Instrument gedemonteerd,
8,0X2B4D,nl,Instrument gedemonteerd,Instrument gedemonteerd,
1,0X2B5D,nl,Master/slave arm positie komt niet overeen,Master/slave arm positie komt niet overeen,Ontspan handbediening om verder te gaan
8,0X2B5D,nl,Master/slave arm positie komt niet overeen,Master/slave arm positie komt niet overeen,Ontspan handbediening om verder te gaan
1,0X2B6D,nl,,,Alleen energie-instrument kan worden geactiveerd
8,0X2B6D,nl,,,Alleen energie-instrument kan worden geactiveerd
1,0X2B7D,nl,,,Verlaag armsteun/hoofdarm vóór zelftest
4,0X150B,nl,Boven positiegrens,Boven positiegrens,Klik op VERWIJDEREN om te herstellen
4,0X151B,nl,Onder positiegrens,Onder positiegrens,Klik op VERWIJDEREN om te herstellen
4,0X080B,nl,Chirurgische trolley belemmerd,Chirurgische trolley belemmerd,Klik op VERWIJDEREN om te herstellen
8,0X2B7D,nl,,,Verlaag armsteun/hoofdarm vóór zelftest
1,0X2B8D,nl,,,Demonteer instrument/adapter vóór zelftest
8,0X2B8D,nl,,,Demonteer instrument/adapter vóór zelftest
1,0X2B9D,nl,Links instrument positiegrens bereikt,Links instrument positiegrens bereikt,Opgelet
8,0X2B9D,nl,Links instrument positiegrens bereikt,Links instrument positiegrens bereikt,Opgelet
1,0X2BAD,nl,Rechts instrument positiegrens bereikt,Rechts instrument positiegrens bereikt,Opgelet
8,0X2BAD,nl,Rechts instrument positiegrens bereikt,Rechts instrument positiegrens bereikt,Opgelet
1,0X2BBD,nl,Links instrument rotatiegrens bereikt,Links instrument rotatiegrens bereikt,Opgelet
8,0X2BBD,nl,Links instrument rotatiegrens bereikt,Links instrument rotatiegrens bereikt,Opgelet
4,0X040B,nl,Over de snelheid grens,Over de snelheid grens,Klik op VERWIJDEREN om te herstellen
8,0X2BCD,nl,Rechts instrument rotatiegrens bereikt,Rechts instrument rotatiegrens bereikt,Opgelet
1,0X2BCD,nl,Rechts instrument rotatiegrens bereikt,Rechts instrument rotatiegrens bereikt,Opgelet
1,0X2BED,nl,Instrument te hoog,Instrument te hoog,Pas hoogte omlaag aan
8,0X2BED,nl,Instrument te hoog,Instrument te hoog,Pas hoogte omlaag aan
1,0X2BFD,nl,Instrumentadapter niet monteerbaar,Instrumentadapter niet monteerbaar,
8,0X2BFD,nl,Instrumentadapter niet monteerbaar,Instrumentadapter niet monteerbaar,
1,0X2C0D,nl,Instrument niet monteerbaar,Instrument niet monteerbaar,
8,0X2C0D,nl,Instrument niet monteerbaar,Instrument niet monteerbaar,
1,0X2C1D,nl,Endoscoop niet monteerbaar,Endoscoop niet monteerbaar,
8,0X2C1D,nl,Endoscoop niet monteerbaar,Endoscoop niet monteerbaar,
1,0X2C2D,nl,Overschrijd de gebruik grens van instrument,Overschrijd de gebruik grens van instrument,Vervangen
8,0X2C2D,nl,Overschrijd de gebruik grens van instrument,Overschrijd de gebruik grens van instrument,Vervangen
1,0X2C3D,nl,,,Klik START op pati?ntkar
8,0X2C3D,nl,,,Klik START op pati?ntkar
1,0X2C4D,nl,Endoscoopadapter < 5x bruikbaar,Endoscoopadapter < 5x bruikbaar,
8,0X2C4D,nl,Endoscoopadapter < 5x bruikbaar,Endoscoopadapter < 5x bruikbaar,
1,0X2C5D,nl,"Endoscoopadapter opgebruikt, vervang","Endoscoopadapter opgebruikt, vervang",
8,0X2C5D,nl,"Endoscoopadapter opgebruikt, vervang","Endoscoopadapter opgebruikt, vervang",
1,0X2C6D,nl,Endoscoop op niet-toegestane arm,Endoscoop op niet-toegestane arm,
8,0X2C6D,nl,Endoscoop op niet-toegestane arm,Endoscoop op niet-toegestane arm,
1,0X2C8D,nl,Alleen ultrasoon mes ondersteund,Alleen ultrasoon mes ondersteund,
8,0X2C8D,nl,Alleen ultrasoon mes ondersteund,Alleen ultrasoon mes ondersteund,
1,0X2C9D,nl,Links instrument dieptegrens bereikt,Links instrument dieptegrens bereikt,Opgelet
8,0X2C9D,nl,Links instrument dieptegrens bereikt,Links instrument dieptegrens bereikt,Opgelet
1,0X2CAD,nl,Rechts instrument dieptegrens bereikt,Rechts instrument dieptegrens bereikt,Opgelet
8,0X2CAD,nl,Rechts instrument dieptegrens bereikt,Rechts instrument dieptegrens bereikt,Opgelet
1,0X2CBD,nl,Links instrument posegrens bereikt,Links instrument posegrens bereikt,Opgelet
8,0X2CBD,nl,Links instrument posegrens bereikt,Links instrument posegrens bereikt,Opgelet
1,0X2CCD,nl,Rechts instrument posegrens bereikt,Rechts instrument posegrens bereikt,Opgelet
8,0X2CCD,nl,Rechts instrument posegrens bereikt,Rechts instrument posegrens bereikt,Opgelet
1,0X2CDD,nl,,,Stap op juiste pedaal
8,0X2CDD,nl,,,Stap op juiste pedaal
1,0X2CED,nl,Pedaalsignaal niet geactiveerd,Pedaalsignaal niet geactiveerd,Pas voethoek aan
8,0X2CED,nl,Pedaalsignaal niet geactiveerd,Pedaalsignaal niet geactiveerd,Pas voethoek aan
1,0X2CFD,nl,Slechts één monopolair instrument ondersteund,Slechts één monopolair instrument ondersteund,
8,0X2CFD,nl,Slechts één monopolair instrument ondersteund,Slechts één monopolair instrument ondersteund,
1,0X2D0D,nl,Slechts één bipolair instrument ondersteund,Slechts één bipolair instrument ondersteund,
8,0X2D0D,nl,Slechts één bipolair instrument ondersteund,Slechts één bipolair instrument ondersteund,
1,0X2D1D,nl,,,Laat instelknop los
8,0X2D1D,nl,,,Laat instelknop los
1,0X2D2D,nl,,,Laat schouderverstelknop los
8,0X2D2D,nl,,,Laat schouderverstelknop los
1,0X2D3D,nl,,,Koppel grepen door rotatie
8,0X2D3D,nl,,,Koppel grepen door rotatie
1,0X2D4D,nl,Overmatige rotatieafwijking,Overmatige rotatieafwijking,Koppel grepen door knijpen
8,0X2D4D,nl,Overmatige rotatieafwijking,Overmatige rotatieafwijking,Koppel grepen door knijpen
8,0X2D5D,nl,Ultrasoon mes te lang geactiveerd,Ultrasoon mes te lang geactiveerd,Laat pedaal los
1,0X2D5D,nl,Ultrasoon mes te lang geactiveerd,Ultrasoon mes te lang geactiveerd,Laat pedaal los
1,0X2D6D,nl,Niet draaien tijdens ultrasoon mes activatie,Niet draaien tijdens ultrasoon mes activatie,
8,0X2D6D,nl,Niet draaien tijdens ultrasoon mes activatie,Niet draaien tijdens ultrasoon mes activatie,
1,0X2D7D,nl,,,Verlaat geheugenmodus hoogte instrument
8,0X2D7D,nl,,,Verlaat geheugenmodus hoogte instrument
1,0X2D8D,nl,,,Inloggen
8,0X2D8D,nl,,,Inloggen
1,0X2D9D,nl,Endoscoop bereikt positiegrens,Endoscoop bereikt positiegrens,Opgelet
8,0X2D9D,nl,Endoscoop bereikt positiegrens,Endoscoop bereikt positiegrens,Opgelet
1,0X2DAD,nl,,,Inzoomen
8,0X2DAD,nl,,,Inzoomen
1,0X2DBD,nl,,,Uitzoomen
8,0X2DBD,nl,,,Uitzoomen
1,0X2DCD,nl,,,Draai endoscoop met klok mee
8,0X2DCD,nl,,,Draai endoscoop met klok mee
1,0X2DDD,nl,,,Draai endoscoop tegen de klok in
8,0X2DDD,nl,,,Draai endoscoop tegen de klok in
1,0X2DED,nl,,,Verlaag endoscoop
8,0X2DED,nl,,,Verlaag endoscoop
1,0X2DFD,nl,Onderarm/verhoog 3D-viewer vóór zelftest,Onderarm/verhoog 3D-viewer vóór zelftest,
8,0X2DFD,nl,Onderarm/verhoog 3D-viewer vóór zelftest,Onderarm/verhoog 3D-viewer vóór zelftest,
1,0X2E0D,nl,,,Controleer armschakelaar pedaal
8,0X2E0D,nl,,,Controleer armschakelaar pedaal
1,0X2E1D,nl,,,Controleer koppelpedaal
8,0X2E1D,nl,,,Controleer koppelpedaal
1,0X2E2D,nl,,,Controleer endoscooppedaal
8,0X2E2D,nl,,,Controleer endoscooppedaal
1,0X2E3D,nl,,,Controleer links snijpedaal
8,0X2E3D,nl,,,Controleer links snijpedaal
1,0X2E4D,nl,,,Controleer links coag pedaal
8,0X2E4D,nl,,,Controleer links coag pedaal
1,0X2E5D,nl,,,Controleer rechts snijpedaal
8,0X2E5D,nl,,,Controleer rechts snijpedaal
1,0X2E6D,nl,,,Controleer rechts coag pedaal
8,0X2E6D,nl,,,Controleer rechts coag pedaal
4,0X090B,nl,Hardwarefout,Hardwarefout,Klik op VERWIJDEREN om te herstellen
1,0X2E7D,nl,,,Controleer slavenarm knop
8,0X2E7D,nl,,,Controleer slavenarm knop
1,0X2EAD,nl,,,Controleer head-in sensor
8,0X2EAD,nl,,,Controleer head-in sensor
1,0X2EBD,nl,,,Controleer linkervoet sensor
8,0X2EBD,nl,,,Controleer linkervoet sensor
1,0X2ECD,nl,,,Controleer rechter voet sensor
8,0X2ECD,nl,,,Controleer rechter voet sensor
1,0X2EDD,nl,,,Voltooi aanpassing vóór zelftest
8,0X2EDD,nl,,,Voltooi aanpassing vóór zelftest
1,0X2EFD,nl,Controleer koppelsignaal,Controleer koppelsignaal,
8,0X2EFD,nl,Controleer koppelsignaal,Controleer koppelsignaal,
1,0X2F0D,nl,Lage batterij,Lage batterij,Contacteer klantenservice
8,0X2F0D,nl,Lage batterij,Lage batterij,Contacteer klantenservice
1,0X2F1D,nl,Lage batterij,Lage batterij,Contacteer klantenservice
8,0X2F1D,nl,Lage batterij,Lage batterij,Contacteer klantenservice
8,0X2F2D,nl,Overschrijd de gebruik grens van trocar,Overschrijd de gebruik grens van trocar,Vervangen
1,0X2F2D,nl,Overschrijd de gebruik grens van trocar,Overschrijd de gebruik grens van trocar,Vervangen
1,0X2F3D,nl,Monteer niet hetzelfde type energie-insruments,Monteer niet hetzelfde type energie-insruments,
8,0X2F3D,nl,Monteer niet hetzelfde type energie-insruments,Monteer niet hetzelfde type energie-insruments,
1,0X2F4D,nl,Slaafarm 1 kan geen energie leveren bij meerdere bipolaire,Slaafarm 1 kan geen energie leveren bij meerdere bipolaire,
8,0X2F4D,nl,Slaafarm 1 kan geen energie leveren bij meerdere bipolaire,Slaafarm 1 kan geen energie leveren bij meerdere bipolaire,
1,0X2F5D,nl,Slaafarm 4 kan geen energie leveren bij meerdere bipolaire,Slaafarm 4 kan geen energie leveren bij meerdere bipolaire,
8,0X2F5D,nl,Slaafarm 4 kan geen energie leveren bij meerdere bipolaire,Slaafarm 4 kan geen energie leveren bij meerdere bipolaire,
1,0X2F6D,nl,Koppeling geactiveerd >1 min,Koppeling geactiveerd >1 min,
8,0X2F6D,nl,Koppeling geactiveerd >1 min,Koppeling geactiveerd >1 min,
1,0X2F9D,nl,Abnormale endoscoopverbinding,Abnormale endoscoopverbinding,Herplaats endoscoop
8,0X2F9D,nl,Abnormale endoscoopverbinding,Abnormale endoscoopverbinding,Herplaats endoscoop
1,0X2FAD,nl,Bevestig instrumentadapter,Bevestig instrumentadapter,
1,0X2FBD,nl,Energie activering,Energie activering,
1,0X2FFD,nl,Instrument niet monteerbaar,Instrument niet monteerbaar,Bevestig
8,0X338D,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
1,0X338D,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
8,0X339D,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
1,0X339D,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
8,0X33AD,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
1,0X33AD,nl,Ergonomische aanpassing bezig,Ergonomische aanpassing bezig,Beweeg hoofdarm niet
1,0X33BD,nl,Ergonomische aanpassing geweigerd,Ergonomische aanpassing geweigerd,
8,0X33BD,nl,Ergonomische aanpassing geweigerd,Ergonomische aanpassing geweigerd,
4,0X010A,nl,Bewegingsafwijking,Bewegingafwijking overschreden,Klik op VERWIJDEREN om te herstellen
1,0X33CD,nl,,,Zet hoofd in 3D-viewer
8,0X33CD,nl,,,Zet hoofd in 3D-viewer
1,0X33DD,nl,,,Terug naar hoofdpagina
8,0X33DD,nl,,,Terug naar hoofdpagina
1,0X33ED,nl,Endoscoop communicatie fout,Endoscoop communicatie fout,
1,0X33FD,nl,Trocar-verbinding mislukt,Trocar-verbinding mislukt,
1,0X340D,nl,Trocar niet ge?nstalleerd,Trocar niet ge?nstalleerd,
1,0X341D,nl,,,Laat energiepedaal los
8,0X341D,nl,,,Laat energiepedaal los
1,0X342D,nl,Contacteer klantenservice,Contacteer klantenservice,
1,0X343D,nl,Contacteer klantenservice,Contacteer klantenservice,
1,0X350D,nl,Slaafarm auto-aanpassing,Slaafarm auto-aanpassing,Houd handen op armleuningen
1,0X400B,nl,Slecht netwerkkwaliteit,Slecht netwerkkwaliteit,Klik op VERWIJDEREN om te herstellen
4,0X135D,nl,Basis vrijgave mislukt,Basis vrijgave mislukt,
4,0X134D,nl,Basis vergrendeling mislukt,Basis vergrendeling mislukt,
4,0X136D,nl,Abnormale steunoliedruk,Abnormale steunoliedruk,
8,0X400B,nl,Slecht netwerkkwaliteit,Slecht netwerkkwaliteit,Klik op VERWIJDEREN om te herstellen
8,0X400D,nl,Slechte communicatiekwaliteit,Slecht netwerkkwaliteit,
1,0X400D,nl,Slechte communicatiekwaliteit,Slecht netwerkkwaliteit,
8,0X401D,nl,Slecht netwerkkwaliteit,Slecht netwerkkwaliteit,Geen operatie toegestaan
8,0X402D,nl,Slecht netwerkkwaliteit,Slecht netwerkkwaliteit,Bewerking niet aanbevolen
8,0X403D,nl,Gemiddelde netwerkkwaliteit,Gemiddelde netwerkkwaliteit,Werk langzaam en voorzichtig
8,0X404D,nl,Gemiddelde netwerkkwaliteit,Gemiddelde netwerkkwaliteit,Werk langzaam
8,0X410D,nl,Lokale terminal fout,Lokale terminal fout,
1,0X410D,nl,Lokale terminal fout,Lokale terminal fout,
8,0X411D,nl,Afmelden lokale terminal,Afmelden lokale terminal,
1,0X411D,nl,Afmelden lokale terminal,Afmelden lokale terminal,
8,0X412D,nl,Schakel controle naar lokale terminal,Schakel controle naar lokale terminal,
1,0X412D,nl,Schakel controle naar lokale terminal,Schakel controle naar lokale terminal,
8,0X413D,nl,Schakel controle naar externe terminal,Schakel controle naar externe terminal,
1,0X413D,nl,Schakel controle naar remote terminal,Schakel controle naar externe terminal,
8,0X414D,nl,Controleer netwerkinstellingen,Controleer netwerkinstellingen,
8,0X415D,nl,Controleer verificatiecode,Controleer verificatiecode,
1,0X416D,nl,Netwerk verbonden,Netwerk verbonden,
8,0X416D,nl,Netwerk verbonden,Netwerk verbonden,
1,0X417D,nl,Netwerk losgekoppeld,Netwerk losgekoppeld,
8,0X417D,nl,Netwerk losgekoppeld,Netwerk losgekoppeld,
8,0X420D,nl,Neem over vóór uitschakeling,Neem over vóór uitschakeling,
1,0X420D,nl,Controleer vóór sluiting,Neem over vóór uitschakeling,
8,0X450B,nl,workstationWerkstation communicatie fout,De agent software is abnormaal,Klik op VERWIJDEREN om te herstellen
1,0X450B,nl,workstationWerkstation communicatie fout,De agent software is abnormaal,Klik op VERWIJDEREN om te herstellen
