subsystem,code,lang,short_message,user_hint,operation
8,0X031B,fr,Mouvement anormal,Données de contrôle erronées,Cliquer sur REMOVE pour restaurer
1,0X040B,fr,Une opération trop rapide,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
8,0X040B,fr,Une opération trop rapide,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
1,0X050B,fr,Une opération trop rapide,Sur la limite de vitesse,Cliquer sur REMOVE pour restaurer
8,0X050B,fr,Une opération trop rapide,Sur la limite de vitesse,Cliquer sur REMOVE pour restaurer
3,0X050D,fr,Mouvement anormal,Mouvement anormal,
9,0X050D,fr,Mouvement anormal,Mouvement anormal,
1,0X051B,fr,Une opération trop rapide,Données de contrôle erronées,Cliquer sur REMOVE pour restaurer
8,0X051B,fr,Une opération trop rapide,Données de contrôle erronées,Cliquer sur REMOVE pour restaurer
1,0X060B,fr,Défaut matériel,Dépasser la limite de position,Cliquer sur REMOVE pour restaurer
8,0X060B,fr,Défaut matériel,Dépasser la limite de position,Cliquer sur REMOVE pour restaurer
1,0X061A,fr,Fonctionnement anormal,Mouvement inattendu,Cliquer sur REMOVE pour restaurer
8,0X061A,fr,Fonctionnement anormal,Mouvement inattendu,Cliquer sur REMOVE pour restaurer
1,0X062A,fr,Mouvement anormal,Dépasser la limite de vitesse,Cliquer sur REMOVE pour restaurer
8,0X062A,fr,Mouvement anormal,Dépasser la limite de vitesse,Cliquer sur REMOVE pour restaurer
1,0X063A,fr,Mouvement anormal,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
8,0X063A,fr,Mouvement anormal,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
1,0X064A,fr,Mouvement anormal,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
8,0X064A,fr,Mouvement anormal,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
1,0X065A,fr,Mouvement anormal,Fonctionnement anormal,Cliquer sur REMOVE pour restaurer
8,0X065A,fr,Mouvement anormal,Fonctionnement anormal,Cliquer sur REMOVE pour restaurer
1,0X066A,fr,Mouvement anormal,Fonctionnement anormal,Cliquer sur REMOVE pour restaurer
8,0X066A,fr,Mouvement anormal,Fonctionnement anormal,Cliquer sur REMOVE pour restaurer
1,0X067A,fr,Échec de l'auto-test,Échec de l'auto-test,Cliquer sur REMOVE pour restaurer
8,0X067A,fr,Échec de l'auto-test,Échec de l'auto-test,Cliquer sur REMOVE pour restaurer
1,0X068A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
8,0X068A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
1,0X068B,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
1,0X335E,fr,,,
8,0X335E,fr,,,
8,0X068B,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
1,0X069D,fr,,,Veuillez contacter le service à la clientèle
8,0X069D,fr,,,Veuillez contacter le service à la clientèle
1,0X070D,fr,,,Veuillez contacter le service à la clientèle
8,0X070D,fr,,,Veuillez contacter le service à la clientèle
1,0X071D,fr,,,Veuillez contacter le service à la clientèle
8,0X071D,fr,,,Veuillez contacter le service à la clientèle
1,0X080B,fr,Bras bloqué,Bras bloqué,Cliquer sur REMOVE pour restaurer
8,0X080B,fr,Bras bloqué,Bras bloqué,Cliquer sur REMOVE pour restaurer
1,0X080C,fr,Bras bloqué,Bras bloqué,
1,0X337E,fr,,,
8,0X337E,fr,,,
8,0X080C,fr,Bras bloqué,Bras bloqué,
3,0X080D,fr,Dépassement de la limite de couple,Dépassement de la limite de couple,
9,0X080D,fr,Dépassement de la limite de couple,Dépassement de la limite de couple,
1,0X08AD,fr,Échec de la désactivation du bras,Échec de la désactivation du bras,Veuillez réessayer
1,0X08BD,fr,Échec d'activation du bras,Échec d'activation du bras,Veuillez réessayer
1,0X08CD,fr,Activation du bras,Activation du bras,
1,0X08DD,fr,Échec d'activation du bras,Échec d'activation du bras,
1,0X08ED,fr,Bras handicapé,Bras handicapé,
3,0X090D,fr,Echec de l'ajustement ergonomique automatique,Echec de l'ajustement ergonomique automatique,Veuillez ajuster manuellement
9,0X090D,fr,Echec de l'ajustement ergonomique automatique,Echec de l'ajustement ergonomique automatique,Veuillez ajuster manuellement
1,0X090D,fr,,,Veuillez contacter le service à la clientèle
8,0X090D,fr,,,Veuillez contacter le service à la clientèle
1,0X092D,fr,Défaut du bras de réglage,Défaut du bras de réglage,Veuillez contacter le service à la clientèle
8,0X092D,fr,Défaut du bras de réglage,Défaut du bras de réglage,Veuillez contacter le service à la clientèle
3,0X100A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
9,0X100A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
1,0X100A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
8,0X100A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
3,0X100B,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
9,0X100B,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
3,0X100D,fr,Défaut de réseau,Défaut de réseau,
9,0X100D,fr,Défaut de réseau,Défaut de réseau,
1,0X101A,fr,,,Veuillez redémarrer le système
8,0X101A,fr,,,Veuillez redémarrer le système
1,0X102A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
8,0X102A,fr,Défaut de réseau,Défaut de réseau,Cliquer sur REMOVE pour restaurer
1,0X110A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
3,0X110A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
8,0X110A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
9,0X110A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
3,0X110D,fr,Défaut matériel,Défaut matériel,
9,0X110D,fr,Défaut matériel,Défaut matériel,
1,0X114A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
8,0X114A,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
1,0X114C,fr,Défaut matériel,Défaut matériel,
8,0X114C,fr,Défaut matériel,Défaut matériel,
1,0X120C,fr,Défaut de batterie,Défaut de batterie,Veuillez vérifier l'état de l'UPS
8,0X120C,fr,Défaut de batterie,Défaut de batterie,Veuillez vérifier l'état de l'UPS
3,0X120D,fr,La console du chirurgien doit être réparée,La console du chirurgien doit être réparée,Veuillez contacter le service à la clientèle
9,0X120D,fr,La console du chirurgien doit être réparée,La console du chirurgien doit être réparée,Veuillez contacter le service à la clientèle
1,0X121D,fr,L'interrupteur d'arrêt d'urgence est activé,L'interrupteur d'arrêt d'urgence est activé,
8,0X121D,fr,L'interrupteur d'arrêt d'urgence est activé,L'interrupteur d'arrêt d'urgence est activé,
1,0X124D,fr,Attendre que le chariot patient se rétablisse,Attendre que le chariot patient se rétablisse,
1,0X125D,fr,Défaillance de puissance du chariot patient,Défaillance de puissance du chariot patient,
1,0X131C,fr,Espace disque insuffisant,Espace disque insuffisant,
8,0X131C,fr,Espace disque insuffisant,Espace disque insuffisant,
1,0X132D,fr,Défaillance du chariot patient,Défaillance du chariot patient,Veuillez contacter le service à la clientèle
8,0X132D,fr,Défaillance du chariot patient,Défaillance du chariot patient,Veuillez contacter le service à la clientèle
1,0X133D,fr,,,Veuillez commencer le chariot patient
8,0X133D,fr,,,Veuillez commencer le chariot patient
1,0X140D,fr,Défaut de batterie,Défaut de batterie,Veuillez contacter le service à la clientèle
8,0X140D,fr,Défaut de batterie,Défaut de batterie,Veuillez contacter le service à la clientèle
1,0X141D,fr,Défaut de batterie,Défaut de batterie,Veuillez contacter le service à la clientèle
8,0X141D,fr,Défaut de batterie,Défaut de batterie,Veuillez contacter le service à la clientèle
1,0X142D,fr,La batterie doit être remplacée,La batterie doit être remplacée,Veuillez contacter le service à la clientèle
8,0X142D,fr,La batterie doit être remplacée,La batterie doit être remplacée,Veuillez contacter le service à la clientèle
9,0X160D,fr,Atteindre la limite supérieure de la position,Atteindre la limite supérieure de la position,Attention
3,0X160D,fr,Atteindre la limite supérieure de la position,Atteindre la limite supérieure de la position,Attention
9,0X161D,fr,Atteindre la limite de position inférieure,Atteindre la limite de position inférieure,Attention
3,0X161D,fr,Atteindre la limite de position inférieure,Atteindre la limite de position inférieure,Attention
3,0X162D,fr,Le bras principal atteint la limite de position,Le bras principal atteint la limite de position,Veuillez augmenter le visionneur 3D
9,0X162D,fr,Le bras principal atteint la limite de position,Le bras principal atteint la limite de position,Veuillez augmenter le visionneur 3D
3,0X163D,fr,3D-Viewer atteint la limite de hauteur,3D-Viewer atteint la limite de hauteur,Veuillez relâcher lebras de maître inférieur
9,0X163D,fr,3D-Viewer atteint la limite de hauteur,3D-Viewer atteint la limite de hauteur,Veuillez relâcher lebras de maître inférieur
1,0X2A1A,fr,Défaut de courant,Défaut de courant,Cliquer sur REMOVE pour restaurer
8,0X2A1A,fr,Défaut de courant,Défaut de courant,Cliquer sur REMOVE pour restaurer
1,0X2A2A,fr,Défaut de courant,Défaut de courant,Cliquer sur REMOVE pour restaurer
8,0X2A2A,fr,Défaut de courant,Défaut de courant,Cliquer sur REMOVE pour restaurer
1,0X2B1D,fr,Défaillance de la pédale,Défaillance de la pédale,
8,0X2B1D,fr,Défaillance de la pédale,Défaillance de la pédale,
1,0X2B2D,fr,Défaillance de la pédale,Défaillance de la pédale,
8,0X2B2D,fr,Défaillance de la pédale,Défaillance de la pédale,
1,0X2B3D,fr,Ne peut passer au bras sans instrument,Ne peut passer au bras sans instrument,
8,0X2B3D,fr,Ne peut passer au bras sans instrument,Ne peut passer au bras sans instrument,
1,0X2B4D,fr,L'instrument est démonté,L'instrument est démonté,
8,0X2B4D,fr,L'instrument est démonté,L'instrument est démonté,
1,0X2B5D,fr,Le bras maître pose ne correspond pas au bras de l'esclave,Le bras maître pose ne correspond pas au bras de l'esclave,Veuillez vous détendre sur le contrôle de la main pour continuer
8,0X2B5D,fr,Le bras maître pose ne correspond pas au bras de l'esclave,Le bras maître pose ne correspond pas au bras de l'esclave,Veuillez vous détendre sur le contrôle de la main pour continuer
1,0X2B6D,fr,,,Seul l'instrument d'énergie peut être activé
8,0X2B6D,fr,,,Seul l'instrument d'énergie peut être activé
1,0X2B7D,fr,,,Veuillez abaisser les accoudoirs ou soulever le bras principal avant l'auto-analyse.
4,0X150B,fr,Défaut matériel,Au-dessus de la limite supérieure,Cliquer sur REMOVE pour restaurer
4,0X151B,fr,Défaut matériel,Au-dessus de la limite inférieure,Cliquer sur REMOVE pour restaurer
4,0X080B,fr,Mouvement du chariot chirurgical entravé,Mouvement du chariot chirurgical entravé,Cliquer sur REMOVE pour restaurer
8,0X2B7D,fr,,,Veuillez abaisser les accoudoirs ou soulever le bras principal avant l'auto-analyse.
1,0X2B8D,fr,,,Veuillez démonter l'instrument et l'adaptateur avant l'auto-test.
8,0X2B8D,fr,,,Veuillez démonter l'instrument et l'adaptateur avant l'auto-test.
1,0X2B9D,fr,L'instrument gauche atteint la limite de la position,L'instrument gauche atteint la limite de la position,Attention
8,0X2B9D,fr,L'instrument gauche atteint la limite de la position,L'instrument gauche atteint la limite de la position,Attention
1,0X2BAD,fr,L'instrument droit atteint la limite de la position,L'instrument droit atteint la limite de la position,Attention
8,0X2BAD,fr,L'instrument droit atteint la limite de la position,L'instrument droit atteint la limite de la position,Attention
1,0X2BBD,fr,L'instrument gauche atteint la limite de rotation,L'instrument gauche atteint la limite de rotation,Attention
8,0X2BBD,fr,L'instrument gauche atteint la limite de rotation,L'instrument gauche atteint la limite de rotation,Attention
4,0X040B,fr,Sur la limite de vitesse,Sur la limite de vitesse,Cliquer sur REMOVE pour restaurer
8,0X2BCD,fr,L'instrument droit atteint la limite de rotation,L'instrument droit atteint la limite de rotation,Attention
1,0X2BCD,fr,L'instrument droit atteint la limite de rotation,L'instrument droit atteint la limite de rotation,Attention
1,0X2BED,fr,Instrument trop haut,Instrument trop haut,Veuillez ajuster la hauteur vers le bas
8,0X2BED,fr,Instrument trop haut,Instrument trop haut,Veuillez ajuster la hauteur vers le bas
1,0X2BFD,fr,Adaptateur d'instrument non monté,Adaptateur d'instrument non monté,
8,0X2BFD,fr,Adaptateur d'instrument non monté,Adaptateur d'instrument non monté,
1,0X2C0D,fr,Instrument non monté,Instrument non monté,
8,0X2C0D,fr,Instrument non monté,Instrument non monté,
1,0X2C1D,fr,Endoscope non monté,Endoscope non monté,
8,0X2C1D,fr,Endoscope non monté,Endoscope non monté,
1,0X2C2D,fr,Dépasser la limite d'utilisation de l'instrument,Dépasser la limite d'utilisation de l'instrument,Veuillez remplacer
8,0X2C2D,fr,Dépasser la limite d'utilisation de l'instrument,Dépasser la limite d'utilisation de l'instrument,Veuillez remplacer
1,0X2C3D,fr,,,Veuillez cliquer START sur le chariot patient
8,0X2C3D,fr,,,Veuillez cliquer START sur le chariot patient
1,0X2C4D,fr,L'adaptateur d'endoscope peut être utilisé moins de 5 fois,L'adaptateur d'endoscope peut être utilisé moins de 5 fois,
8,0X2C4D,fr,L'adaptateur d'endoscope peut être utilisé moins de 5 fois,L'adaptateur d'endoscope peut être utilisé moins de 5 fois,
1,0X2C5D,fr,L'usage de l'adaptateur d'endoscope sera épuisée. Veuillez le remplacer,L'usage de l'adaptateur d'endoscope sera épuisée. Veuillez le remplacer,
8,0X2C5D,fr,L'usage de l'adaptateur d'endoscope sera épuisée. Veuillez le remplacer,L'usage de l'adaptateur d'endoscope sera épuisée. Veuillez le remplacer,
1,0X2C6D,fr,L'endoscope est monté sur un bras non autorisé,L'endoscope est monté sur un bras non autorisé,
8,0X2C6D,fr,L'endoscope est monté sur un bras non autorisé,L'endoscope est monté sur un bras non autorisé,
1,0X2C8D,fr,Un simple couteau à ultrasons est supporté,Un simple couteau à ultrasons est supporté,
8,0X2C8D,fr,Un simple couteau à ultrasons est supporté,Un simple couteau à ultrasons est supporté,
1,0X2C9D,fr,L'instrument gauche atteint la limite de profondeur,L'instrument gauche atteint la limite de profondeur,Attention
8,0X2C9D,fr,L'instrument gauche atteint la limite de profondeur,L'instrument gauche atteint la limite de profondeur,Attention
1,0X2CAD,fr,L'instrument droit atteint la limite de profondeur,L'instrument droit atteint la limite de profondeur,Attention
8,0X2CAD,fr,L'instrument droit atteint la limite de profondeur,L'instrument droit atteint la limite de profondeur,Attention
1,0X2CBD,fr,L'instrument gauche atteint la limite de pose,L'instrument gauche atteint la limite de pose,Attention
8,0X2CBD,fr,L'instrument gauche atteint la limite de pose,L'instrument gauche atteint la limite de pose,Attention
1,0X2CCD,fr,L'instrument droit atteint la limite de pose,L'instrument droit atteint la limite de pose,Attention
8,0X2CCD,fr,L'instrument droit atteint la limite de pose,L'instrument droit atteint la limite de pose,Attention
1,0X2CDD,fr,,,Veuillez faire un pas sur la pédale correcte
8,0X2CDD,fr,,,Veuillez faire un pas sur la pédale correcte
1,0X2CED,fr,Le signal de pédale n'est pas activé,Le signal de pédale n'est pas activé,Veuillez ajuster l'angle du pied
8,0X2CED,fr,Le signal de pédale n'est pas activé,Le signal de pédale n'est pas activé,Veuillez ajuster l'angle du pied
1,0X2CFD,fr,Un instrument monopolaire unique est soutenu,Un instrument monopolaire unique est soutenu,
8,0X2CFD,fr,Un instrument monopolaire unique est soutenu,Un instrument monopolaire unique est soutenu,
1,0X2D0D,fr,Un instrument bipolaire unique est supporté,Un instrument bipolaire unique est supporté,
8,0X2D0D,fr,Un instrument bipolaire unique est supporté,Un instrument bipolaire unique est supporté,
1,0X2D1D,fr,,,Veuillez cliquer sur le bouton de réglage de la décharge
8,0X2D1D,fr,,,Veuillez cliquer sur le bouton de réglage de la décharge
1,0X2D2D,fr,,,Veuillez relâcher le bouton de réglage de l'épaule
8,0X2D2D,fr,,,Veuillez relâcher le bouton de réglage de l'épaule
1,0X2D3D,fr,,,Veuillez assortir les prises sur le contrôle en tournant la prise
8,0X2D3D,fr,,,Veuillez assortir les prises sur le contrôle en tournant la prise
1,0X2D4D,fr,Écart de rotation excessif,Écart de rotation excessif,Prise de correspondance sur le contrôle en serrant
8,0X2D4D,fr,Écart de rotation excessif,Écart de rotation excessif,Prise de correspondance sur le contrôle en serrant
8,0X2D5D,fr,Le couteau à ultrasons est activé pendant trop longtemps,Le couteau à ultrasons est activé pendant trop longtemps,Veuillez relâcher la pédale
1,0X2D5D,fr,Le couteau à ultrasons est activé pendant trop longtemps,Le couteau à ultrasons est activé pendant trop longtemps,Veuillez relâcher la pédale
1,0X2D6D,fr,Ne pas tourner l'articulation pendant l'activation du couteau à ultrasons,Ne pas tourner l'articulation pendant l'activation du couteau à ultrasons,
8,0X2D6D,fr,Ne pas tourner l'articulation pendant l'activation du couteau à ultrasons,Ne pas tourner l'articulation pendant l'activation du couteau à ultrasons,
1,0X2D7D,fr,,,Veuillez quitter le mode mémoire de la hauteur de l'instrument
8,0X2D7D,fr,,,Veuillez quitter le mode mémoire de la hauteur de l'instrument
1,0X2D8D,fr,,,Veuillez vous connecter
8,0X2D8D,fr,,,Veuillez vous connecter
1,0X2D9D,fr,L'endoscope atteint la limite de la position,L'endoscope atteint la limite de la position,Attention
8,0X2D9D,fr,L'endoscope atteint la limite de la position,L'endoscope atteint la limite de la position,Attention
1,0X2DAD,fr,,,Veuillez zoomer
8,0X2DAD,fr,,,Veuillez zoomer
1,0X2DBD,fr,,,Veuillez dézoomer
8,0X2DBD,fr,,,Veuillez dézoomer
1,0X2DCD,fr,,,Veuillez faire pivoter l'endoscope dans le sens de l'aiguillage
8,0X2DCD,fr,,,Veuillez faire pivoter l'endoscope dans le sens de l'aiguillage
1,0X2DDD,fr,,,Veuillez faire pivoter l'endoscope par rapport aux aiguilles d'une montre
8,0X2DDD,fr,,,Veuillez faire pivoter l'endoscope par rapport aux aiguilles d'une montre
1,0X2DED,fr,,,Veuillez ajuster l'endoscope vers le bas
8,0X2DED,fr,,,Veuillez ajuster l'endoscope vers le bas
1,0X2DFD,fr,Abaisser le bras principal ou lever le visionneur 3D avant l'auto-test,Abaisser le bras principal ou lever le visionneur 3D avant l'auto-test,
8,0X2DFD,fr,Abaisser le bras principal ou lever le visionneur 3D avant l'auto-test,Abaisser le bras principal ou lever le visionneur 3D avant l'auto-test,
1,0X2E0D,fr,,,Veuillez vérifier la pédale d'interrupteur du bras
8,0X2E0D,fr,,,Veuillez vérifier la pédale d'interrupteur du bras
1,0X2E1D,fr,,,Veuillez vérifier la pédale d'embrayage
8,0X2E1D,fr,,,Veuillez vérifier la pédale d'embrayage
1,0X2E2D,fr,,,Veuillez vérifier la pédale de l'endoscope
8,0X2E2D,fr,,,Veuillez vérifier la pédale de l'endoscope
1,0X2E3D,fr,,,Vérifier la pédale gauche coupée
8,0X2E3D,fr,,,Vérifier la pédale gauche coupée
1,0X2E4D,fr,,,Vérifier la pédale de coag gauche
8,0X2E4D,fr,,,Vérifier la pédale de coag gauche
1,0X2E5D,fr,,,Vérifier la pédale droite coupée
8,0X2E5D,fr,,,Vérifier la pédale droite coupée
1,0X2E6D,fr,,,Vérifier la pédale coag droite
8,0X2E6D,fr,,,Vérifier la pédale coag droite
4,0X090B,fr,Défaut matériel,Défaut matériel,Cliquer sur REMOVE pour restaurer
1,0X2E7D,fr,,,Vérifier le bouton de réglage du bras d'esclave
8,0X2E7D,fr,,,Vérifier le bouton de réglage du bras d'esclave
1,0X2EAD,fr,,,Veuillez vérifier le capteur de tête
8,0X2EAD,fr,,,Veuillez vérifier le capteur de tête
1,0X2EBD,fr,,,Vérifier le capteur de pied gauche
8,0X2EBD,fr,,,Vérifier le capteur de pied gauche
1,0X2ECD,fr,,,Vérifier le capteur du pied droit
8,0X2ECD,fr,,,Vérifier le capteur du pied droit
1,0X2EDD,fr,,,Veuillez finir le réglage avant d'effectuer un auto-test
8,0X2EDD,fr,,,Veuillez finir le réglage avant d'effectuer un auto-test
1,0X2EFD,fr,Veuillez vérifier le signal d'embrayage,Veuillez vérifier le signal d'embrayage,
8,0X2EFD,fr,Veuillez vérifier le signal d'embrayage,Veuillez vérifier le signal d'embrayage,
1,0X2F0D,fr,Batterie faible,Batterie faible,Veuillez contacter le service à la clientèle
8,0X2F0D,fr,Batterie faible,Batterie faible,Veuillez contacter le service à la clientèle
1,0X2F1D,fr,Batterie faible,Batterie faible,Veuillez contacter le service à la clientèle
8,0X2F1D,fr,Batterie faible,Batterie faible,Veuillez contacter le service à la clientèle
8,0X2F2D,fr,Dépasser la limite d'utilisation du trocar,Dépasser la limite d'utilisation du trocar,Veuillez le remplacer
1,0X2F2D,fr,Dépasser la limite d'utilisation du trocar,Dépasser la limite d'utilisation du trocar,Veuillez le remplacer
1,0X2F3D,fr,Ne pas monter les mêmes systèmes d'énergie de type,Ne pas monter les mêmes systèmes d'énergie de type,
8,0X2F3D,fr,Ne pas monter les mêmes systèmes d'énergie de type,Ne pas monter les mêmes systèmes d'énergie de type,
1,0X2F4D,fr,Le bras d'esclave 1 ne produit pas d'énergie avec plusieurs bipolaires,Le bras d'esclave 1 ne produit pas d'énergie avec plusieurs bipolaires,
8,0X2F4D,fr,Le bras d'esclave 1 ne produit pas d'énergie avec plusieurs bipolaires,Le bras d'esclave 1 ne produit pas d'énergie avec plusieurs bipolaires,
1,0X2F5D,fr,Le bras d'esclave 4 ne produit pas d'énergie avec plusieurs bipolaires,Le bras d'esclave 4 ne produit pas d'énergie avec plusieurs bipolaires,
8,0X2F5D,fr,Le bras d'esclave 4 ne produit pas d'énergie avec plusieurs bipolaires,Le bras d'esclave 4 ne produit pas d'énergie avec plusieurs bipolaires,
1,0X2F6D,fr,L'embrayage est déclenché pendant plus d'une minute,L'embrayage est déclenché pendant plus d'une minute,
8,0X2F6D,fr,L'embrayage est déclenché pendant plus d'une minute,L'embrayage est déclenché pendant plus d'une minute,
1,0X2F9D,fr,Raccordement anormal à l'endoscope,Raccordement anormal à l'endoscope,Veuillez réaffirmer l'endoscope
8,0X2F9D,fr,Raccordement anormal à l'endoscope,Raccordement anormal à l'endoscope,Veuillez réaffirmer l'endoscope
1,0X2FAD,fr,Veuillez remettre l'adaptateur de l'instrument,Veuillez remettre l'adaptateur de l'instrument,
1,0X2FBD,fr,Écart de mouvement,Écart de mouvement,
1,0X2FFD,fr,Instrument non monté,Instrument non monté,Veuillez le remonter
8,0X338D,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
1,0X338D,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
8,0X339D,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
1,0X339D,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
8,0X33AD,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
1,0X33AD,fr,Dans le processus d'ajustement ergonomique,Dans le processus d'ajustement ergonomique,Veuillez ne pas déplacer le bras maître
1,0X33BD,fr,Ajustement ergonomique nié,Ajustement ergonomique nié,
8,0X33BD,fr,Ajustement ergonomique nié,Ajustement ergonomique nié,
4,0X010A,fr,Défaut matériel,Dépasser la limite d'écart de mouvement,Cliquer sur REMOVE pour restaurer
1,0X33CD,fr,,,Veuillez mettre la tête dans le visionneur 3D
8,0X33CD,fr,,,Veuillez mettre la tête dans le visionneur 3D
1,0X33DD,fr,,,Veuillez retourner à la page principale
8,0X33DD,fr,,,Veuillez retourner à la page principale
1,0X33ED,fr,Défaut de communication du contrôleur de l'endoscope,Défaut de communication du contrôleur de l'endoscope,
1,0X33FD,fr,Échec de connexion du trocart,Échec de connexion du trocart,
1,0X340D,fr,Trocar n'est pas installé,Trocar n'est pas installé,
1,0X341D,fr,,,Veuillez relâcher la pédale d'énergie
8,0X341D,fr,,,Veuillez relâcher la pédale d'énergie
