subsystem,code,lang,short_message,user_hint,operation
1,0X062A,it,Movimento anormaleanormale,Superare il limite di velocit¨¤,Fare clic su REMOVA per ripristinare
8,0X062A,it,Movimento anormaleanormale,Superare il limite di velocit¨¤,Fare clic su REMOVA per ripristinare
1,0X063A,it,Movimento anormaleanormale,Superare il limite di deviazione di movimento,Fare clic su REMOVA per ripristinare
8,0X063A,it,Movimento anormaleanormale,Superare il limite di deviazione di movimento,Fare clic su REMOVA per ripristinare
1,0X064A,it,Movimento anormaleanormale,Superare il limite di deviazione di movimento,Fare clic su REMOVA per ripristinare
8,0X064A,it,Movimento anormaleanormale,Superare il limite di deviazione di movimento,Fare clic su REMOVA per ripristinare
1,0X065A,it,Movimento anormaleanormale,Funzionamento anormale,Fare clic su REMOVA per ripristinare
8,0X065A,it,Movimento anormaleanormale,Funzionamento anormale,Fare clic su REMOVA per ripristinare
1,0X066A,it,Movimento anormaleanormale,Funzionamento anormale,Fare clic su REMOVA per ripristinare
8,0X066A,it,Movimento anormaleanormale,Funzionamento anormale,Fare clic su REMOVA per ripristinare
1,0X067A,it,Test automatico fallito,Test automatico fallito,Fare clic su REMOVA per ripristinare
8,0X067A,it,Test automatico fallito,Test automatico fallito,Fare clic su REMOVA per ripristinare
1,0X068A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
8,0X068A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
1,0X068B,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
1,0X335E,it,,,
8,0X335E,it,,,
8,0X068B,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
1,0X069D,it,,,Si prega di contattare il servizio clienti
8,0X069D,it,,,Si prega di contattare il servizio clienti
1,0X070D,it,,,Si prega di contattare il servizio clienti
8,0X070D,it,,,Si prega di contattare il servizio clienti
1,0X071D,it,,,Si prega di contattare il servizio clienti
8,0X071D,it,,,Si prega di contattare il servizio clienti
1,0X080B,it,Braccio sta bloccato,Braccio sta bloccato,Fare clic su REMOVA per ripristinare
8,0X080B,it,Braccio sta bloccato,Braccio sta bloccato,Fare clic su REMOVA per ripristinare
1,0X080C,it,Braccio sta bloccato,Braccio sta bloccato,
1,0X337E,it,,,
8,0X337E,it,,,
8,0X080C,it,Braccio sta bloccato,Braccio sta bloccato,
3,0X080D,it,Superare il limite di coppia,Superare il limite di coppia,
9,0X080D,it,Superare il limite di coppia,Superare il limite di coppia,
1,0X08AD,it,Disabilitazione braccio fallito,Disabilitazione braccio fallito,Si prega di riprovare
1,0X08BD,it,Attivazione braccio fallito,Attivazione braccio fallito,Si prega di riprovare
1,0X08CD,it,Abilitazione braccio,Abilitazione braccio,
1,0X08DD,it,Attivazione braccio fallito,Attivazione braccio fallito,
1,0X08ED,it,Braccio sta disabilitato,Braccio sta disabilitato,
3,0X090D,it,Regolazione ergonomica automatica fallito,Regolazione ergonomica automatica fallito,Si prega di regolare manualmente
9,0X090D,it,Regolazione ergonomica automatica fallito,Regolazione ergonomica automatica fallito,Si prega di regolare manualmente
1,0X090D,it,,,Si prega di contattare il servizio clienti
8,0X090D,it,,,Si prega di contattare il servizio clienti
1,0X092D,it,Faglia di del braccio impostato,Faglia di del braccio impostato,Si prega di contattare il servizio clienti
8,0X092D,it,Faglia di del braccio impostato,Faglia di del braccio impostato,Si prega di contattare il servizio clienti
3,0X100A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
9,0X100A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
1,0X100A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
8,0X100A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
3,0X100B,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
9,0X100B,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
3,0X100D,it,Faglia di rete,Faglia di rete,
9,0X100D,it,Faglia di rete,Faglia di rete,
1,0X101A,it,,,Riavviare il sistema
8,0X101A,it,,,Riavviare il sistema
1,0X102A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
8,0X102A,it,Faglia di rete,Faglia di rete,Fare clic su REMOVA per ripristinare
1,0X110A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
3,0X110A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
8,0X110A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
9,0X110A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
3,0X110D,it,Faglia di hardware,Faglia di hardware,
9,0X110D,it,Faglia di hardware,Faglia di hardware,
1,0X114A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
8,0X114A,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
1,0X114C,it,Faglia di hardware,Faglia di hardware,
8,0X114C,it,Faglia di hardware,Faglia di hardware,
1,0X120C,it,Faglia della batteria,Faglia della batteria,Verificare lo stato UPS
8,0X120C,it,Faglia della batteria,Faglia della batteria,Verificare lo stato UPS
3,0X120D,it,La console del chirurgo deve essere riparata,La console del chirurgo deve essere riparata,Si prega di contattare il servizio clienti
9,0X120D,it,La console del chirurgo deve essere riparata,La console del chirurgo deve essere riparata,Si prega di contattare il servizio clienti
1,0X121D,it,Interruttore di arresto di emergenza attivato,Interruttore di arresto di emergenza attivato,
8,0X121D,it,Interruttore di arresto di emergenza attivato,Interruttore di arresto di emergenza attivato,
1,0X124D,it,In attesa che il carrello del paziente si riprenda,In attesa che il carrello del paziente si riprenda,
1,0X125D,it,Faglia di alimentazione del carrello paziente,Faglia di alimentazione del carrello paziente,
1,0X131C,it,Spazio su disco insufficiente,Spazio su disco insufficiente,
8,0X131C,it,Spazio su disco insufficiente,Spazio su disco insufficiente,
1,0X132D,it,Faglia di carrello paziente,Faglia di carrello paziente,Si prega di contattare il servizio clienti
8,0X132D,it,Faglia di carrello paziente,Faglia di carrello paziente,Si prega di contattare il servizio clienti
1,0X133D,it,,,Avviare il carrello dei pazienti
8,0X133D,it,,,Avviare il carrello dei pazienti
1,0X140D,it,Faglia della batteria,Faglia della batteria,Si prega di contattare il servizio clienti
8,0X140D,it,Faglia della batteria,Faglia della batteria,Si prega di contattare il servizio clienti
1,0X141D,it,Faglia della batteria,Faglia della batteria,Si prega di contattare il servizio clienti
8,0X141D,it,Faglia della batteria,Faglia della batteria,Si prega di contattare il servizio clienti
1,0X142D,it,La batteria deve essere sostituita,La batteria deve essere sostituita,Si prega di contattare il servizio clienti
8,0X142D,it,La batteria deve essere sostituita,La batteria deve essere sostituita,Si prega di contattare il servizio clienti
9,0X160D,it,Raggiungere il limite superiore della posizione,Raggiungere il limite superiore della posizione,Attenzione
3,0X160D,it,Raggiungere il limite superiore della posizione,Raggiungere il limite superiore della posizione,Attenzione
9,0X161D,it,Raggiungere il limite inferiore della posizione,Raggiungere il limite inferiore della posizione,Attenzione
3,0X161D,it,Raggiungere il limite inferiore della posizione,Raggiungere il limite inferiore della posizione,Attenzione
3,0X162D,it,Il braccio principale raggiunge il limite di posizione,Il braccio principale raggiunge il limite di posizione,Sollevare il visualizzatore 3D
9,0X162D,it,Il braccio principale raggiunge il limite di posizione,Il braccio principale raggiunge il limite di posizione,Sollevare il visualizzatore 3D
3,0X163D,it,3D visualizzatore raggiunge il limite di altezza,3D visualizzatore raggiunge il limite di altezza,Abbassare il braccio principale
9,0X163D,it,3D visualizzatore raggiunge il limite di altezza,3D visualizzatore raggiunge il limite di altezza,Abbassare il braccio principale
1,0X2A1A,it,Faglia di alimentazione,Faglia di alimentazione,Fare clic su REMOVA per ripristinare
8,0X2A1A,it,Faglia di alimentazione,Faglia di alimentazione,Fare clic su REMOVA per ripristinare
1,0X2A2A,it,Faglia di alimentazione,Faglia di alimentazione,Fare clic su REMOVA per ripristinare
8,0X2A2A,it,Faglia di alimentazione,Faglia di alimentazione,Fare clic su REMOVA per ripristinare
1,0X2B1D,it,Faglia di pedale,Faglia di pedale,
8,0X2B1D,it,Faglia di pedale,Faglia di pedale,
1,0X2B2D,it,Faglia di pedale,Faglia di pedale,
8,0X2B2D,it,Faglia di pedale,Faglia di pedale,
1,0X2B3D,it,Impossibile passare al braccio senza strumento,Impossibile passare al braccio senza strumento,
8,0X2B3D,it,Impossibile passare al braccio senza strumento,Impossibile passare al braccio senza strumento,
1,0X2B4D,it,Lo strumento ¨¨ smontato,Lo strumento ¨¨ smontato,
8,0X2B4D,it,Lo strumento ¨¨ smontato,Lo strumento ¨¨ smontato,
1,0X2B5D,it,La posa del braccio principale non corrisponde al braccio schiavo,La posa del braccio principale non corrisponde al braccio schiavo,Si prega di rilassarsi tenere il controllo della mano per continuare
8,0X2B5D,it,La posa del braccio principale non corrisponde al braccio schiavo,La posa del braccio principale non corrisponde al braccio schiavo,Si prega di rilassarsi tenere il controllo della mano per continuare
1,0X2B6D,it,,,Solo lo strumento energetico pu¨° essere attivato
8,0X2B6D,it,,,Solo lo strumento energetico pu¨° essere attivato
1,0X2B7D,it,,,Per favore si prega di abbassare il bracciolo o sollevare il braccio master prima di auto - test
4,0X150B,it,Faglia di hardware,Oltre il limite superiore della posizione,Fare clic su REMOVA per ripristinare
4,0X151B,it,Faglia di hardware,Oltre il limite inferiore della posizione,Fare clic su REMOVA per ripristinare
4,0X080B,it,Movimento del carrello chirurgico ostruito,Movimento del carrello chirurgico ostruito,Fare clic su REMOVA per ripristinare
8,0X2B7D,it,,,Per favore si prega di abbassare il bracciolo o sollevare il braccio master prima di auto - test
1,0X2B8D,it,,,Per favore smontare lo strumento e l'adattatore prima di eseguire il test automatico
8,0X2B8D,it,,,Per favore smontare lo strumento e l'adattatore prima di eseguire il test automatico
1,0X2B9D,it,Lo strumento sinistra raggiunge il limite della posizione,Lo strumento sinistra raggiunge il limite della posizione,Attenzione
8,0X2B9D,it,Lo strumento sinistra raggiunge il limite della posizione,Lo strumento sinistra raggiunge il limite della posizione,Attenzione
1,0X2BAD,it,Lo strumento destra raggiunge il limite della posizione,Lo strumento destra raggiunge il limite della posizione,Attenzione
8,0X2BAD,it,Lo strumento destra raggiunge il limite della posizione,Lo strumento destra raggiunge il limite della posizione,Attenzione
1,0X2BBD,it,Lo strumento sinistra raggiunge il limite di rotazione,Lo strumento sinistra raggiunge il limite di rotazione,Attenzione
8,0X2BBD,it,Lo strumento sinistra raggiunge il limite di rotazione,Lo strumento sinistra raggiunge il limite di rotazione,Attenzione
4,0X040B,it,Oltre il limite di velocit¨¤,Oltre il limite di velocit¨¤,Fare clic su REMOVA per ripristinare
8,0X2BCD,it,Lo strumento destra raggiunge il limite di rotazione,Lo strumento destra raggiunge il limite di rotazione,Attenzione
1,0X2BCD,it,Lo strumento destra raggiunge il limite di rotazione,Lo strumento destra raggiunge il limite di rotazione,Attenzione
1,0X2BED,it,Lo strumento ¨¨ troppo alto,Lo strumento ¨¨ troppo alto,Per favore regolare l'altezza verso il basso
8,0X2BED,it,Lo strumento ¨¨ troppo alto,Lo strumento ¨¨ troppo alto,Per favore regolare l'altezza verso il basso
1,0X2BFD,it,L'adattatore dello strumento fallitomontato,L'adattatore dello strumento fallitomontato,
8,0X2BFD,it,L'adattatore dello strumento fallitomontato,L'adattatore dello strumento fallitomontato,
1,0X2C0D,it,Lo strumento fallitomontato,Lo strumento fallitomontato,
8,0X2C0D,it,Lo strumento fallitomontato,Lo strumento fallitomontato,
1,0X2C1D,it,Fallito montare l'endoscopio,Fallito montare l'endoscopio,
8,0X2C1D,it,Fallito montare l'endoscopio,Fallito montare l'endoscopio,
1,0X2C2D,it,Superare il limite di utilizzo dello strumento,Superare il limite di utilizzo dello strumento,Per favore sostituisci
8,0X2C2D,it,Superare il limite di utilizzo dello strumento,Superare il limite di utilizzo dello strumento,Per favore sostituisci
1,0X2C3D,it,,,Per favore clic su AVVIO nel carrello del paziente
8,0X2C3D,it,,,Per favore clic su AVVIO nel carrello del paziente
1,0X2C4D,it,L'adattatore per endoscopio pu¨° essere utilizzato meno di 5 volte,L'adattatore per endoscopio pu¨° essere utilizzato meno di 5 volte,
8,0X2C4D,it,L'adattatore per endoscopio pu¨° essere utilizzato meno di 5 volte,L'adattatore per endoscopio pu¨° essere utilizzato meno di 5 volte,
1,0X2C5D,it,L'uso dell'adattatore per endoscopio deve essere esaurito, per favore sostituiscilo,L'uso dell'adattatore per endoscopio deve essere esaurito, per favore sostituiscilo,
8,0X2C5D,it,L'uso dell'adattatore per endoscopio deve essere esaurito, per favore sostituiscilo,L'uso dell'adattatore per endoscopio deve essere esaurito, per favore sostituiscilo,
1,0X2C6D,it,L'endoscopio ¨¨ montato su un braccio non autorizzato,L'endoscopio ¨¨ montato su un braccio non autorizzato,
8,0X2C6D,it,L'endoscopio ¨¨ montato su un braccio non autorizzato,L'endoscopio ¨¨ montato su un braccio non autorizzato,
1,0X2C8D,it,¨¨ supportato un solo coltello a ultrasuoni,¨¨ supportato un solo coltello a ultrasuoni,
8,0X2C8D,it,¨¨ supportato un solo coltello a ultrasuoni,¨¨ supportato un solo coltello a ultrasuoni,
1,0X2C9D,it,Lo strumento a sinistra raggiunge il limite di profondit¨¤,Lo strumento a sinistra raggiunge il limite di profondit¨¤,Attenzione
8,0X2C9D,it,Lo strumento a sinistra raggiunge il limite di profondit¨¤,Lo strumento a sinistra raggiunge il limite di profondit¨¤,Attenzione
1,0X2CAD,it,Lo strumento destra raggiunge il limite di profondit¨¤,Lo strumento destra raggiunge il limite di profondit¨¤,Attenzione
8,0X2CAD,it,Lo strumento destra raggiunge il limite di profondit¨¤,Lo strumento destra raggiunge il limite di profondit¨¤,Attenzione
1,0X2CBD,it,Lo strumento sinistra raggiunge il limite della posa,Lo strumento sinistra raggiunge il limite della posa,Attenzione
8,0X2CBD,it,Lo strumento sinistra raggiunge il limite della posa,Lo strumento sinistra raggiunge il limite della posa,Attenzione
1,0X2CCD,it,Lo strumento destra raggiunge il limite della posa,Lo strumento destra raggiunge il limite della posa,Attenzione
8,0X2CCD,it,Lo strumento destra raggiunge il limite della posa,Lo strumento destra raggiunge il limite della posa,Attenzione
1,0X2CDD,it,,,Per favore passo sul pedale corretto
8,0X2CDD,it,,,Per favore passo sul pedale corretto
1,0X2CED,it,Il segnale del pedale non ¨¨ attivato,Il segnale del pedale non ¨¨ attivato,Per favore regolare l'angolo del piede
8,0X2CED,it,Il segnale del pedale non ¨¨ attivato,Il segnale del pedale non ¨¨ attivato,Per favore regolare l'angolo del piede
1,0X2CFD,it,¨¨ supportato un unico strumento monopolio,¨¨ supportato un unico strumento monopolio,
8,0X2CFD,it,¨¨ supportato un unico strumento monopolio,¨¨ supportato un unico strumento monopolio,
1,0X2D0D,it,Solo uno strumento bipolare ¨¨ supportato,Solo uno strumento bipolare ¨¨ supportato,
8,0X2D0D,it,Solo uno strumento bipolare ¨¨ supportato,Solo uno strumento bipolare ¨¨ supportato,
1,0X2D1D,it,,,Per favore rilasciare il pulsante di regolazione
8,0X2D1D,it,,,Per favore rilasciare il pulsante di regolazione
1,0X2D2D,it,,,Per favore rilasciare il pulsante di regolazione della spalla
8,0X2D2D,it,,,Per favore rilasciare il pulsante di regolazione della spalla
1,0X2D3D,it,,,Per favore corrisponda impugnature al controllo ruotando il impugnature
8,0X2D3D,it,,,Per favore corrisponda impugnature al controllo ruotando il impugnature
1,0X2D4D,it,Deviazione eccessiva della rotazione,Deviazione eccessiva della rotazione,Per favore corrisponda impugnature sul controllo da spremitura
8,0X2D4D,it,Deviazione eccessiva della rotazione,Deviazione eccessiva della rotazione,Per favore corrisponda impugnature sul controllo da spremitura
8,0X2D5D,it,Coltello a ultrasuoni attivato troppo a lungo,Coltello a ultrasuoni attivato troppo a lungo,Per favore rilasciare il pedale
1,0X2D5D,it,Coltello a ultrasuoni attivato troppo a lungo,Coltello a ultrasuoni attivato troppo a lungo,Per favore rilasciare il pedale
1,0X2D6D,it,Non ruotare il giunto di rotazione durante l'attivazione del coltello a ultrasuoni,Non ruotare il giunto di rotazione durante l'attivazione del coltello a ultrasuoni,
8,0X2D6D,it,Non ruotare il giunto di rotazione durante l'attivazione del coltello a ultrasuoni,Non ruotare il giunto di rotazione durante l'attivazione del coltello a ultrasuoni,
1,0X2D7D,it,,,Per favore uscita dalla modalit¨¤ memoria altezza strumento
8,0X2D7D,it,,,Per favore uscita dalla modalit¨¤ memoria altezza strumento
1,0X2D8D,it,,,Per favore accedi
8,0X2D8D,it,,,Per favore accedi
1,0X2D9D,it,L'endoscopio raggiunge il limite della posizione,L'endoscopio raggiunge il limite della posizione,Attenzione
8,0X2D9D,it,L'endoscopio raggiunge il limite della posizione,L'endoscopio raggiunge il limite della posizione,Attenzione
1,0X2DAD,it,,,Per favore ingrandisci
8,0X2DAD,it,,,Per favore ingrandisci
1,0X2DBD,it,,,Per favore rimpicciolisci
8,0X2DBD,it,,,Per favore rimpicciolisci
1,0X2DCD,it,,,Per favore ruotare l'endoscopio in senso orario
8,0X2DCD,it,,,Per favore ruotare l'endoscopio in senso orario
1,0X2DDD,it,,,Per favore l'endoscopio in senso antiorario
8,0X2DDD,it,,,Per favore l'endoscopio in senso antiorario
1,0X2DED,it,,,Per favore regolare l'endoscopio verso il basso
8,0X2DED,it,,,Per favore regolare l'endoscopio verso il basso
1,0X2DFD,it,Braccio master inferiore o sollevare il 3D visualizzatore prima di auto - test,Braccio master inferiore o sollevare il 3D visualizzatore prima di auto - test,
8,0X2DFD,it,Braccio master inferiore o sollevare il 3D visualizzatore prima di auto - test,Braccio master inferiore o sollevare il 3D visualizzatore prima di auto - test,
1,0X2E0D,it,,,Per favore controllare il pedale dell'interruttore del braccio
8,0X2E0D,it,,,Per favore controllare il pedale dell'interruttore del braccio
1,0X2E1D,it,,,Per favore controllare il pedale della frizione
8,0X2E1D,it,,,Per favore controllare il pedale della frizione
1,0X2E2D,it,,,Per favore controllare il pedale dell'endoscopio
8,0X2E2D,it,,,Per favore controllare il pedale dell'endoscopio
1,0X2E3D,it,,,Controllare il pedale di taglio sinistra
8,0X2E3D,it,,,Controllare il pedale di taglio sinistra
1,0X2E4D,it,,,Controllare il pedale sinistra del coag
8,0X2E4D,it,,,Controllare il pedale sinistra del coag
1,0X2E5D,it,,,Controllare il pedale di taglio destra
8,0X2E5D,it,,,Controllare il pedale di taglio destra
1,0X2E6D,it,,,Controllare il pedale destra del coag
8,0X2E6D,it,,,Controllare il pedale destra del coag
4,0X090B,it,Faglia di hardware,Faglia di hardware,Fare clic su REMOVA per ripristinare
1,0X2E7D,it,,,Controllare il pulsante di regolazione del braccio slave
8,0X2E7D,it,,,Controllare il pulsante di regolazione del braccio slave
1,0X2EAD,it,,,Controllare il sensore head - in
8,0X2EAD,it,,,Controllare il sensore head - in
1,0X2EBD,it,,,Controllare il sensore del piede sinistra
8,0X2EBD,it,,,Controllare il sensore del piede sinistra
1,0X2ECD,it,,,Controllare il sensore del piede destra
8,0X2ECD,it,,,Controllare il sensore del piede destra
1,0X2EDD,it,,,Si prega di completare la regolazione prima di auto - test
8,0X2EDD,it,,,Si prega di completare la regolazione prima di auto - test
1,0X2EFD,it,Controllare il segnale della frizione,Controllare il segnale della frizione,
8,0X2EFD,it,Controllare il segnale della frizione,Controllare il segnale della frizione,
1,0X2F0D,it,Batteria scarica,Batteria scarica,Si prega di contattare il servizio clienti
8,0X2F0D,it,Batteria scarica,Batteria scarica,Si prega di contattare il servizio clienti
1,0X2F1D,it,Batteria scarica,Batteria scarica,Si prega di contattare il servizio clienti
8,0X2F1D,it,Batteria scarica,Batteria scarica,Si prega di contattare il servizio clienti
8,0X2F2D,it,Superare il limite di utilizzo del trocar,Superare il limite di utilizzo del trocar,Per favore sostituiscilo
1,0X2F2D,it,Superare il limite di utilizzo del trocar,Superare il limite di utilizzo del trocar,Per favore sostituiscilo
1,0X2F3D,it,Non montare lo stesso tipo di energia strumento,Non montare lo stesso tipo di energia strumento,
8,0X2F3D,it,Non montare lo stesso tipo di energia strumento,Non montare lo stesso tipo di energia strumento,
1,0X2F4D,it,Braccio slave 1 incapace di produrre energia quando bipolare multipla montato,Braccio slave 1 incapace di produrre energia quando bipolare multipla montato,
8,0X2F4D,it,Braccio slave 1 incapace di produrre energia quando bipolare multipla montato,Braccio slave 1 incapace di produrre energia quando bipolare multipla montato,
1,0X2F5D,it,Braccio slave 4 incapace di produrre energia quando bipolare multipla montato,Braccio slave 4 incapace di produrre energia quando bipolare multipla montato,
8,0X2F5D,it,Braccio slave 4 incapace di produrre energia quando bipolare multipla montato,Braccio slave 4 incapace di produrre energia quando bipolare multipla montato,
1,0X2F6D,it,La frizione viene attivata per pi¨´ di 1 minuto,La frizione viene attivata per pi¨´ di 1 minuto,
8,0X2F6D,it,La frizione viene attivata per pi¨´ di 1 minuto,La frizione viene attivata per pi¨´ di 1 minuto,
1,0X2F9D,it,Connessione endoscopica anormale,Connessione endoscopica anormale,Per favore reinserire l'endoscopio
8,0X2F9D,it,Connessione endoscopica anormale,Connessione endoscopica anormale,Per favore reinserire l'endoscopio
1,0X2FAD,it,Rimontare l'adattatore dello strumento,Rimontare l'adattatore dello strumento,
1,0X2FBD,it,Attivazione dell'energia,Attivazione dell'energia,
1,0X2FFD,it,Lo strumento fallitomontato,Lo strumento fallitomontato,Per favore rimontarlo
8,0X338D,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
1,0X338D,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
8,0X339D,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
1,0X339D,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
8,0X33AD,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
1,0X33AD,it,Nel processo di regolazione ergonomica,Nel processo di regolazione ergonomica,Per favore non muovere il braccio maestro
1,0X33BD,it,Regolazione ergonomica negata,Regolazione ergonomica negata,
8,0X33BD,it,Regolazione ergonomica negata,Regolazione ergonomica negata,
4,0X010A,it,Faglia di hardware,Superare il limite di deviazione di movimento,Fare clic su REMOVA per ripristinare
1,0X33CD,it,,,Per favore inserire la testa nel visore 3D
8,0X33CD,it,,,Per favore inserire la testa nel visore 3D
1,0X33DD,it,,,Per favore torna alla pagina principale
8,0X33DD,it,,,Per favore torna alla pagina principale
1,0X33ED,it,Faglia di comunicazione del controller dell'endoscopio,Faglia di comunicazione del controller dell'endoscopio,
1,0X33FD,it,Connessione trocar fallito,Connessione trocar fallito,
1,0X340D,it,Trocar non ¨¨ installato,Trocar non ¨¨ installato,
1,0X341D,it,,,Per favore di rilasciare il pedale di energia
8,0X341D,it,,,Per favore di rilasciare il pedale di energia
1,0X342D,it,Si prega di contattare il servizio clienti,Si prega di contattare il servizio clienti,
1,0X343D,it,Si prega di contattare il servizio clienti,Si prega di contattare il servizio clienti,
