subsystem,code,lang,short_message,user_hint,operation
1,0X031A,pt,Movimentos anormais,Dados de controlo falsos,Clique em REMOVER para restaurar
8,0X031A,pt,Movimentos anormais,Dados de controlo falsos,Clique em REMOVER para restaurar
1,0X031B,pt,Movimentos anormais,Dados de controlo falsos,Clique em REMOVER para restaurar
8,0X031B,pt,Movimentos anormais,Dados de controlo falsos,Clique em REMOVER para restaurar
1,0X040B,pt,Operação muito rápida,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
8,0X040B,pt,Operação muito rápida,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
1,0X050B,pt,Operação muito rápida,Exceder o limite de velocidade,Clique em REMOVER para restaurar
8,0X050B,pt,Operação muito rápida,Exceder o limite de velocidade,Clique em REMOVER para restaurar
3,0X050D,pt,Movimentos anormais,Exceder o limite de velocidade,
9,0X050D,pt,Movimentos anormais,Exceder o limite de velocidade,
1,0X051B,pt,Operação muito rápida,Dados de controlo falsos,Clique em REMOVER para restaurar
8,0X051B,pt,Operação muito rápida,Dados de controlo falsos,Clique em REMOVER para restaurar
1,0X060B,pt,Falha de hardware,Exceder o limite de posição,Clique em REMOVER para restaurar
8,0X060B,pt,Falha de hardware,Exceder o limite de posição,Clique em REMOVER para restaurar
1,0X061A,pt,Operação anormal,Movimento inesperado do braço escravo,Clique em REMOVER para restaurar
8,0X061A,pt,Operação anormal,Movimento inesperado do braço escravo,Clique em REMOVER para restaurar
1,0X062A,pt,Movimentos anormais,Exceder o limite de velocidade,Clique em REMOVER para restaurar
8,0X062A,pt,Movimentos anormais,Exceder o limite de velocidade,Clique em REMOVER para restaurar
1,0X063A,pt,Movimentos anormais,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
8,0X063A,pt,Movimentos anormais,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
1,0X064A,pt,Movimentos anormais,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
8,0X064A,pt,Movimentos anormais,Exceder o limite de desvio de movimento,Clique em REMOVER para restaurar
1,0X065A,pt,Movimentos anormais,Operação anormal,Clique em REMOVER para restaurar
8,0X065A,pt,Movimentos anormais,Operação anormal,Clique em REMOVER para restaurar
1,0X066A,pt,Movimentos anormais,Operação anormal,Clique em REMOVER para restaurar
8,0X066A,pt,Movimentos anormais,Operação anormal,Clique em REMOVER para restaurar
1,0X067A,pt,Falha no autoteste,Falha no autoteste,Clique em REMOVER para restaurar
8,0X067A,pt,Falha no autoteste,Falha no autoteste,Clique em REMOVER para restaurar
1,0X068A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
8,0X068A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
1,0X068B,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
1,0X335E,pt,,,
8,0X335E,pt,,,
8,0X068B,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
1,0X069D,pt,,,Entre em contato com o atendimento ao cliente
8,0X069D,pt,,,Entre em contato com o atendimento ao cliente
1,0X070D,pt,,,Entre em contato com o atendimento ao cliente
8,0X070D,pt,,,Entre em contato com o atendimento ao cliente
1,0X071D,pt,,,Entre em contato com o atendimento ao cliente
8,0X071D,pt,,,Entre em contato com o atendimento ao cliente
1,0X080B,pt,O braço está bloqueado,O braço está bloqueado,Clique em REMOVER para restaurar
8,0X080B,pt,O braço está bloqueado,O braço está bloqueado,Clique em REMOVER para restaurar
1,0X080C,pt,O braço está bloqueado,O braço está bloqueado,
1,0X337E,pt,,,
8,0X337E,pt,,,
8,0X080C,pt,O braço está bloqueado,O braço está bloqueado,
3,0X080D,pt,Exceder o limite de binário,Exceder o limite de binário,
9,0X080D,pt,Exceder o limite de binário,Exceder o limite de binário,
1,0X08AD,pt,Falha ao desativar o braço,Falha ao desativar o braço,Por favor, tente novamente
1,0X08BD,pt,Falha na ativação do braço,Falha na ativação do braço,Por favor, tente novamente
1,0X08CD,pt,Ativação do braço,Ativação do braço,
1,0X08DD,pt,Falha na ativação do braço,Falha na ativação do braço,
1,0X08ED,pt,O braço está desativado,O braço está desativado,
3,0X090D,pt,Falha no ajuste ergonômico automático,Falha no ajuste ergonômico automático,Por favor, ajuste manualmente
9,0X090D,pt,Falha no ajuste ergonômico automático,Falha no ajuste ergonômico automático,Por favor, ajuste manualmente
1,0X090D,pt,,,Entre em contato com o atendimento ao cliente
8,0X090D,pt,,,Entre em contato com o atendimento ao cliente
1,0X092D,pt,Definir falha de braço,Definir falha de braço,Entre em contato com o atendimento ao cliente
8,0X092D,pt,Definir falha de braço,Definir falha de braço,Entre em contato com o atendimento ao cliente
3,0X100A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
9,0X100A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
1,0X100A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
8,0X100A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
3,0X100B,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
9,0X100B,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
3,0X100D,pt,Falha de rede,Falha de rede,
9,0X100D,pt,Falha de rede,Falha de rede,
1,0X101A,pt,,,Por favor, reinicie o sistema
8,0X101A,pt,,,Por favor, reinicie o sistema
1,0X102A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
8,0X102A,pt,Falha de rede,Falha de rede,Clique em REMOVER para restaurar
1,0X110A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
3,0X110A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
8,0X110A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
9,0X110A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
3,0X110D,pt,Falha de hardware,Falha de hardware,
9,0X110D,pt,Falha de hardware,Falha de hardware,
1,0X114A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
8,0X114A,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
1,0X114C,pt,Falha de hardware,Falha de hardware,
8,0X114C,pt,Falha de hardware,Falha de hardware,
1,0X120C,pt,Falha da bateria,Falha da bateria,Verifique o estado da UPS
8,0X120C,pt,Falha da bateria,Falha da bateria,Verifique o estado da UPS
3,0X120D,pt,O console do cirurgião precisa ser reparado,O console do cirurgião precisa ser reparado,Entre em contato com o atendimento ao cliente
9,0X120D,pt,O console do cirurgião precisa ser reparado,O console do cirurgião precisa ser reparado,Entre em contato com o atendimento ao cliente
1,0X121D,pt,O interruptor de paragem de emergência é acionado,O interruptor de paragem de emergência é acionado,
8,0X121D,pt,O interruptor de paragem de emergência é acionado,O interruptor de paragem de emergência é acionado,
1,0X124D,pt,Esperar que o carrinho do doente recupere,Esperar que o carrinho do doente recupere,
1,0X125D,pt,Falha de alimentação do carrinho de transporte de doentes,Falha de alimentação do carrinho de transporte de doentes,
1,0X131C,pt,Espaço em disco insuficiente,Espaço em disco insuficiente,
8,0X131C,pt,Espaço em disco insuficiente,Espaço em disco insuficiente,
1,0X132D,pt,Falha do carrinho do doente,Falha do carrinho do doente,Entre em contato com o atendimento ao cliente
8,0X132D,pt,Falha do carrinho do doente,Falha do carrinho do doente,Entre em contato com o atendimento ao cliente
1,0X133D,pt,,,Por favor, inicie o carrinho do paciente
8,0X133D,pt,,,Por favor, inicie o carrinho do paciente
1,0X140D,pt,Falha da bateria,Falha da bateria,Entre em contato com o atendimento ao cliente
8,0X140D,pt,Falha da bateria,Falha da bateria,Entre em contato com o atendimento ao cliente
1,0X141D,pt,Falha da bateria,Falha da bateria,Entre em contato com o atendimento ao cliente
8,0X141D,pt,Falha da bateria,Falha da bateria,Entre em contato com o atendimento ao cliente
1,0X142D,pt,A bateria precisa ser substituída,A bateria precisa ser substituída,Entre em contato com o atendimento ao cliente
8,0X142D,pt,A bateria precisa ser substituída,A bateria precisa ser substituída,Entre em contato com o atendimento ao cliente
9,0X160D,pt,Atingir o limite superior da posição,Atingir o limite superior da posição,atenção
3,0X160D,pt,Atingir o limite superior da posição,Atingir o limite superior da posição,atenção
9,0X161D,pt,Atingir o limite inferior da posição,Atingir o limite inferior da posição,atenção
3,0X161D,pt,Atingir o limite inferior da posição,Atingir o limite inferior da posição,atenção
3,0X162D,pt,O braço principal atinge o limite de posição,O braço principal atinge o limite de posição,Por favor, aumente o visualizador 3D
9,0X162D,pt,O braço principal atinge o limite de posição,O braço principal atinge o limite de posição,Por favor, aumente o visualizador 3D
3,0X163D,pt,3D-Viewer atinge o limite de altura,3D-Viewer atinge o limite de altura,Por favor, abaixe o braço mestre
9,0X163D,pt,3D-Viewer atinge o limite de altura,3D-Viewer atinge o limite de altura,Por favor, abaixe o braço mestre
1,0X2A1A,pt,Falha de energia,Falha de energia,Clique em REMOVER para restaurar
8,0X2A1A,pt,Falha de energia,Falha de energia,Clique em REMOVER para restaurar
1,0X2A2A,pt,Falha de energia,Falha de energia,Clique em REMOVER para restaurar
8,0X2A2A,pt,Falha de energia,Falha de energia,Clique em REMOVER para restaurar
1,0X2B1D,pt,Falha do pedal,Falha do pedal,
8,0X2B1D,pt,Falha do pedal,Falha do pedal,
1,0X2B2D,pt,Falha do pedal,Falha do pedal,
8,0X2B2D,pt,falha do pedal de alimentação,Falha do pedal,
1,0X2B3D,pt,Não é possível mudar para o braço sem instrumento,Não é possível mudar para o braço sem instrumento,
8,0X2B3D,pt,Não é possível mudar para o braço sem instrumento,Não é possível mudar para o braço sem instrumento,
1,0X2B4D,pt,O instrumento está desmontado,O instrumento está desmontado,
8,0X2B4D,pt,O instrumento está desmontado,O instrumento está desmontado,
1,0X2B5D,pt,A pose do braço mestre não corresponde ao braço escravo,A pose do braço mestre não corresponde ao braço escravo,Por favor, relaxe, segure no controle de mão para continuar
8,0X2B5D,pt,A pose do braço mestre não corresponde ao braço escravo,A pose do braço mestre não corresponde ao braço escravo,Por favor, relaxe, segure no controle de mão para continuar
1,0X2B6D,pt,,,Apenas o instrumento energético pode ser ativado
8,0X2B6D,pt,,,Apenas o instrumento energético pode ser ativado
1,0X2B7D,pt,,,Por favor, abaixe o apoio de braço ou levante o braço principal antes do autoteste
4,0X150B,pt,Acima do limite superior da posição,Acima do limite superior da posição,Clique em REMOVER para restaurar
4,0X151B,pt,Acima do limite inferior da posição,Acima do limite inferior da posição,Clique em REMOVER para restaurar
4,0X080B,pt,Movimento do carrinho cirúrgico obstruído,Movimento do carrinho cirúrgico obstruído,Clique em REMOVER para restaurar
8,0X2B7D,pt,,,Por favor, abaixe o apoio de braço ou levante o braço principal antes do autoteste
1,0X2B8D,pt,,,Por favor, desmonte o instrumento e o adaptador antes do autoteste
8,0X2B8D,pt,,,Por favor, desmonte o instrumento e o adaptador antes do autoteste
1,0X2B9D,pt,O instrumento esquerdo atinge o limite de posição,O instrumento esquerdo atinge o limite de posição,atenção
8,0X2B9D,pt,O instrumento esquerdo atinge o limite de posição,O instrumento esquerdo atinge o limite de posição,atenção
1,0X2BAD,pt,O instrumento certo atinge o limite de posição,O instrumento certo atinge o limite de posição,atenção
8,0X2BAD,pt,O instrumento certo atinge o limite de posição,O instrumento certo atinge o limite de posição,atenção
1,0X2BBD,pt,O instrumento esquerdo atinge o limite de rotação,O instrumento esquerdo atinge o limite de rotação,atenção
8,0X2BBD,pt,O instrumento esquerdo atinge o limite de rotação,O instrumento esquerdo atinge o limite de rotação,atenção
4,0X040B,pt,Acima do limite de velocidade,Acima do limite de velocidade,Clique em REMOVER para restaurar
8,0X2BCD,pt,O instrumento certo atinge o limite de rotação,O instrumento certo atinge o limite de rotação,atenção
1,0X2BCD,pt,O instrumento certo atinge o limite de rotação,O instrumento certo atinge o limite de rotação,atenção
1,0X2BED,pt,O instrumento é demasiado elevado,O instrumento é demasiado elevado,Por favor, ajuste a altura para baixo
8,0X2BED,pt,O instrumento é demasiado elevado,O instrumento é demasiado elevado,Por favor, ajuste a altura para baixo
1,0X2BFD,pt,Falha na montagem do adaptador de instrumento,Falha na montagem do adaptador de instrumento,
8,0X2BFD,pt,Falha na montagem do adaptador de instrumento,Falha na montagem do adaptador de instrumento,
1,0X2C0D,pt,Falha na montagem do instrumento,Falha na montagem do instrumento,
8,0X2C0D,pt,Falha na montagem do instrumento,Falha na montagem do instrumento,
1,0X2C1D,pt,Falha na montagem do endoscópio,Falha na montagem do endoscópio,
8,0X2C1D,pt,Falha na montagem do endoscópio,Falha na montagem do endoscópio,
1,0X2C2D,pt,Exceder o limite de utilização do instrumento,Exceder o limite de utilização do instrumento,por favor substitua
8,0X2C2D,pt,Exceder o limite de utilização do instrumento,Exceder o limite de utilização do instrumento,por favor substitua
1,0X2C3D,pt,,,Por favor, clique em INICIAR no carrinho do paciente
8,0X2C3D,pt,,,Por favor, clique em INICIAR no carrinho do paciente
1,0X2C4D,pt,O adaptador endoscópio pode ser usado menos de 5 vezes,O adaptador endoscópio pode ser usado menos de 5 vezes,
8,0X2C4D,pt,O adaptador endoscópio pode ser usado menos de 5 vezes,O adaptador endoscópio pode ser usado menos de 5 vezes,
1,0X2C5D,pt,O uso do adaptador endoscópio será esgotado, por favor, substitua-o,O uso do adaptador endoscópio será esgotado, por favor, substitua-o,
8,0X2C5D,pt,O uso do adaptador endoscópio será esgotado, por favor, substitua-o,O uso do adaptador endoscópio será esgotado, por favor, substitua-o,
1,0X2C6D,pt,O endoscópio é montado no braço não permitido,O endoscópio é montado no braço não permitido,
8,0X2C6D,pt,O endoscópio é montado no braço não permitido,O endoscópio é montado no braço não permitido,
1,0X2C8D,pt,Apenas uma única faca ultra-sônica é suportada,Apenas uma única faca ultra-sônica é suportada,
8,0X2C8D,pt,Apenas uma única faca ultra-sônica é suportada,Apenas uma única faca ultra-sônica é suportada,
1,0X2C9D,pt,O instrumento esquerdo atinge o limite de profundidade,O instrumento esquerdo atinge o limite de profundidade,atenção
8,0X2C9D,pt,O instrumento esquerdo atinge o limite de profundidade,O instrumento esquerdo atinge o limite de profundidade,atenção
1,0X2CAD,pt,O instrumento certo atinge o limite de profundidade,O instrumento certo atinge o limite de profundidade,atenção
8,0X2CAD,pt,O instrumento certo atinge o limite de profundidade,O instrumento certo atinge o limite de profundidade,atenção
1,0X2CBD,pt,O instrumento esquerdo atinge o limite da pose,O instrumento esquerdo atinge o limite da pose,atenção
8,0X2CBD,pt,O instrumento esquerdo atinge o limite da pose,O instrumento esquerdo atinge o limite da pose,atenção
1,0X2CCD,pt,Instrumento certo atinge o limite da pose,Instrumento certo atinge o limite da pose,atenção
8,0X2CCD,pt,Instrumento certo atinge o limite da pose,Instrumento certo atinge o limite da pose,atenção
1,0X2CDD,pt,,,Por favor, pise no pedal correto
8,0X2CDD,pt,,,Por favor, pise no pedal correto
1,0X2CED,pt,O sinal do pedal não está ativado,O sinal do pedal não está ativado,Por favor, ajuste o ângulo do pé
8,0X2CED,pt,O sinal do pedal não está ativado,O sinal do pedal não está ativado,Por favor, ajuste o ângulo do pé
1,0X2CFD,pt,Apenas um único instrumento monopolar é suportado,Apenas um único instrumento monopolar é suportado,
8,0X2CFD,pt,Apenas um único instrumento monopolar é suportado,Apenas um único instrumento monopolar é suportado,
1,0X2D0D,pt,Apenas um único instrumento bipolar é suportado,Apenas um único instrumento bipolar é suportado,
8,0X2D0D,pt,Apenas um único instrumento bipolar é suportado,Apenas um único instrumento bipolar é suportado,
1,0X2D1D,pt,,,Por favor, libere o botão de ajuste
8,0X2D1D,pt,,,Por favor, libere o botão de ajuste
1,0X2D2D,pt,,,Por favor, solte o botão de ajuste do ombro
8,0X2D2D,pt,,,Por favor, solte o botão de ajuste do ombro
1,0X2D3D,pt,,,Por favor, combine as pegas no controle girando a pega
8,0X2D3D,pt,,,Por favor, combine as pegas no controle girando a pega
1,0X2D4D,pt,Desvio de rotação excessivo,Desvio de rotação excessivo,Por favor, combine as pegas no controle apertando
8,0X2D4D,pt,Desvio de rotação excessivo,Desvio de rotação excessivo,Por favor, combine as pegas no controle apertando
8,0X2D5D,pt,Faca ultra-sônica é ativada por muito tempo,Faca ultra-sônica é ativada por muito tempo,Por favor, solte o pedal
1,0X2D5D,pt,Faca ultra-sônica é ativada por muito tempo,Faca ultra-sônica é ativada por muito tempo,Por favor, solte o pedal
1,0X2D6D,pt,Não gire a junta de rotação durante a ativação da faca ultra-sônica,Não gire a junta de rotação durante a ativação da faca ultra-sônica,
8,0X2D6D,pt,Não gire a junta de rotação durante a ativação da faca ultra-sônica,Não gire a junta de rotação durante a ativação da faca ultra-sônica,
1,0X2D7D,pt,,,Saia do modo de memória de altura do instrumento
8,0X2D7D,pt,,,Saia do modo de memória de altura do instrumento
1,0X2D8D,pt,,,Por favor faça login
8,0X2D8D,pt,,,Por favor faça login
1,0X2D9D,pt,Endoscópio atinge limite de posição,Endoscópio atinge limite de posição,atenção
8,0X2D9D,pt,Endoscópio atinge limite de posição,Endoscópio atinge limite de posição,atenção
1,0X2DAD,pt,,,Por favor, aumente o zoom
8,0X2DAD,pt,,,Por favor, aumente o zoom
1,0X2DBD,pt,,,Por favor, reduza o zoom
8,0X2DBD,pt,,,Por favor, reduza o zoom
1,0X2DCD,pt,,,Rode o endoscópio no sentido dos ponteiros do relógio
8,0X2DCD,pt,,,Rode o endoscópio no sentido dos ponteiros do relógio
1,0X2DDD,pt,,,Por favor, gire o endoscópio no sentido anti-horário
8,0X2DDD,pt,,,Por favor, gire o endoscópio no sentido anti-horário
1,0X2DED,pt,,,Por favor, ajuste o endoscópio para baixo
8,0X2DED,pt,,,Por favor, ajuste o endoscópio para baixo
1,0X2DFD,pt,Abaixe o braço mestre ou levante o visualizador 3D antes do autoteste,Abaixe o braço mestre ou levante o visualizador 3D antes do autoteste,
8,0X2DFD,pt,Abaixe o braço mestre ou levante o visualizador 3D antes do autoteste,Abaixe o braço mestre ou levante o visualizador 3D antes do autoteste,
1,0X2E0D,pt,,,Por favor, verifique o pedal do interruptor de braço
8,0X2E0D,pt,,,Por favor, verifique o pedal do interruptor de braço
1,0X2E1D,pt,,,Por favor, verifique o pedal da embreagem
8,0X2E1D,pt,,,Por favor, verifique o pedal da embreagem
1,0X2E2D,pt,,,Por favor, verifique o pedal do endoscópio
8,0X2E2D,pt,,,Por favor, verifique o pedal do endoscópio
1,0X2E3D,pt,,,Verifique o pedal cortado à esquerda
8,0X2E3D,pt,,,Verifique o pedal cortado à esquerda
1,0X2E4D,pt,,,Verifique o pedal do coag esquerdo
8,0X2E4D,pt,,,Verifique o pedal do coag esquerdo
1,0X2E5D,pt,,,Verifique o pedal cortado à direita
8,0X2E5D,pt,,,Verifique o pedal cortado à direita
1,0X2E6D,pt,,,Verifique o pedal coag direito
8,0X2E6D,pt,,,Verifique o pedal coag direito
4,0X090B,pt,Falha de hardware,Falha de hardware,Clique em REMOVER para restaurar
1,0X2E7D,pt,,,Verifique o botão de ajuste do braço escravo
8,0X2E7D,pt,,,Verifique o botão de ajuste do braço escravo
1,0X2EAD,pt,,,Por favor, verifique o sensor de cabeça
8,0X2EAD,pt,,,Por favor, verifique o sensor de cabeça
1,0X2EBD,pt,,,Verifique o sensor do pé esquerdo
8,0X2EBD,pt,,,Verifique o sensor do pé esquerdo
1,0X2ECD,pt,,,Verifique o sensor do pé direito
8,0X2ECD,pt,,,Verifique o sensor do pé direito
1,0X2EDD,pt,,,Por favor, termine o ajuste antes do autoteste
8,0X2EDD,pt,,,Por favor, termine o ajuste antes do autoteste
1,0X2EFD,pt,Verifique o sinal da embraiagem,Verifique o sinal da embraiagem,
8,0X2EFD,pt,Verifique o sinal da embraiagem,Verifique o sinal da embraiagem,
1,0X2F0D,pt,Bateria fraca,Bateria fraca,Entre em contato com o atendimento ao cliente
8,0X2F0D,pt,Bateria fraca,Bateria fraca,Entre em contato com o atendimento ao cliente
1,0X2F1D,pt,Bateria fraca,Bateria fraca,Entre em contato com o atendimento ao cliente
8,0X2F1D,pt,Bateria fraca,Bateria fraca,Entre em contato com o atendimento ao cliente
8,0X2F2D,pt,Exceder o limite de uso de trocar,Exceder o limite de uso de trocar,Por favor, substitua-o
1,0X2F2D,pt,Exceder o limite de uso de trocar,Exceder o limite de uso de trocar,Por favor, substitua-o
1,0X2F3D,pt,Não monte o mesmo tipo de instrumentos de energia,Não monte o mesmo tipo de instrumentos de energia,
8,0X2F3D,pt,Não monte o mesmo tipo de instrumentos de energia,Não monte o mesmo tipo de instrumentos de energia,
1,0X2F4D,pt,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,
8,0X2F4D,pt,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,
1,0X2F5D,pt,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,
8,0X2F5D,pt,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,Braço escravo 1 incapaz de produzir energia quando múltiplos bipolares montados,
1,0X2F6D,pt,A embraiagem é acionada durante mais de 1 minuto,A embraiagem é acionada durante mais de 1 minuto,
8,0X2F6D,pt,A embraiagem é acionada durante mais de 1 minuto,A embraiagem é acionada durante mais de 1 minuto,
1,0X2F9D,pt,Conexão do endoscópio anormal,Conexão do endoscópio anormal,Por favor, reinsira o endoscópio
8,0X2F9D,pt,Conexão do endoscópio anormal,Conexão do endoscópio anormal,Por favor, reinsira o endoscópio
1,0X2FAD,pt,Por favor, remonte o adaptador de instrument,Por favor, remonte o adaptador de instrument,
1,0X2FBD,pt,Ativação de energia,Ativação de energia,
1,0X2FFD,pt,Falha na montagem do instrumento,Falha na montagem do instrumento,Por favor, remonte-o
8,0X338D,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
1,0X338D,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
8,0X339D,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
1,0X339D,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
8,0X33AD,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
1,0X33AD,pt,Em processo de ajuste ergonómico,Em processo de ajuste ergonómico,Por favor, não mova o braço mestre
1,0X33BD,pt,Ajuste ergonômico negado,Ajuste ergonômico negado,
8,0X33BD,pt,Ajuste ergonômico negado,Ajuste ergonômico negado,
4,0X010A,pt,Motion deviation,Motion deviation,Clique em REMOVER para restaurar
1,0X33CD,pt,,,Por favor, coloque a cabeça no visualizador 3D
8,0X33CD,pt,,,Por favor, coloque a cabeça no visualizador 3D
1,0X33DD,pt,,,Por favor, volte à página principal
8,0X33DD,pt,,,Por favor, volte à página principal
1,0X33ED,pt,Falha de comunicação do controlador do endoscópio,Falha de comunicação do controlador do endoscópio,
1,0X33FD,pt,Falha na conexão do trocar,Falha na conexão do trocar,
1,0X340D,pt,O Trocar não está instalado,O Trocar não está instalado,
1,0X341D,pt,,,Por favor, solte o pedal de energia
8,0X341D,pt,,,Por favor, solte o pedal de energia
1,0X342D,pt,Entre em contato com o atendimento ao cliente,Entre em contato com o atendimento ao cliente,
1,0X343D,pt,Entre em contato com o atendimento ao cliente,Entre em contato com o atendimento ao cliente,
1,0X350D,pt,Ajuste automático do braço escravo,Ajuste automático do braço escravo,Por favor, mantenha as mãos nos apoios de braços
1,0X400B,pt,Má qualidade da rede,Má qualidade da rede,Clique em REMOVER para restaurar
4,0X135D,pt,Base liberada falha,Base liberada falha,
4,0X134D,pt,Falha no bloqueio da base,Falha no bloqueio da base,
4,0X136D,pt,Pressão anormal do óleo de suporte,Pressão anormal do óleo de suporte,
8,0X400B,pt,Má qualidade da rede,Má qualidade da rede,Clique em REMOVER para restaurar
8,0X400D,pt,má qualidade de comunicação,má qualidade de comunicação,
1,0X400D,pt,má qualidade de comunicação,má qualidade de comunicação,
8,0X401D,pt,Má qualidade da rede,Má qualidade da rede,Nenhuma cirurgia permitida
8,0X402D,pt,Má qualidade da rede,Má qualidade da rede,Operação não recomendada
8,0X403D,pt,Qualidade média da rede,Qualidade média da rede,Por favor, opere devagar com precaução
8,0X404D,pt,Falha do terminal local,Falha do terminal local,Por favor, opere devagar
8,0X410D,pt,Terminal local Terminar sessão,Terminal local Terminar sessão,
1,0X410D,pt,Terminal local Terminar sessão,Terminal local Terminar sessão,
8,0X411D,pt,Pressão anormal do óleo de suporte,Pressão anormal do óleo de suporte,
1,0X411D,pt,Pressão anormal do óleo de suporte,Pressão anormal do óleo de suporte,
8,0X412D,pt,Mudar o controlo para o terminal local,Mudar o controlo para o terminal local,
